No	Na	x	y	z	Cl	x	y	z
619	14.978224	-3.793883	0.099443	14.489436	13.098907	5.644137	-3.557765	-11.272417
620	21.908007	-4.829940	20.549093	-5.862354	18.801721	3.050457	0.659580	-18.540884
621	18.699386	-9.545280	12.564546	10.034284	24.407355	-22.521202	9.180264	-2.058446
622	13.483089	-7.269689	9.747721	-5.824710	15.428044	-1.464913	-6.625722	-13.855626
623	15.746974	-4.453517	-14.697902	-3.479235	12.601921	7.062346	-5.395743	8.934072
624	22.875926	21.730911	-3.659084	6.138940	19.661074	-2.782061	-19.393608	-1.644970
625	11.980964	2.553195	-3.436742	-11.189884	10.718893	8.617588	6.090695	-1.880231
626	5.180239	3.591659	3.217583	1.892622	8.914074	-7.890506	-0.638444	4.097928
627	15.188035	-11.427440	9.825948	-1.881693	25.517731	-13.490796	21.413456	3.258365
628	31.223935	23.200266	15.476315	-14.041563	15.782357	9.064029	-7.770554	-10.322047
629	17.048826	0.833451	0.178511	-17.027506	14.587334	-5.522771	-12.647700	4.724933
630	14.291248	4.117807	3.038998	13.343460	0.297505	0.129200	-0.141561	-0.227545
631	3.139096	0.815133	-2.251875	2.029418	13.798849	4.629796	3.021176	12.643011
632	22.501250	-2.386688	-7.223250	-21.176275	18.210410	-6.176380	9.383361	-14.332617
633	17.441322	5.647059	0.666608	-16.488361	13.992329	-10.088696	-8.814794	-4.037685
634	21.893815	5.069756	-5.187451	20.657373	10.175315	-7.144731	-5.913541	4.185676
635	27.445365	-2.620904	-10.181487	25.351849	20.388788	-16.899584	-3.943831	10.702941
636	20.470543	9.218391	-5.000452	17.580099	18.600091	15.925820	1.595727	-9.475511
637	24.948291	-7.956702	-21.424229	10.005526	11.478164	-5.751878	6.413381	7.585031
638	14.620811	-3.187967	-7.904846	-11.879326	20.622101	14.115630	1.419089	-14.966837
639	13.493139	-11.228195	-5.681912	4.869117	12.597255	-2.794798	7.713224	-9.559608
640	22.994716	-16.783955	1.526658	-15.643694	13.785056	8.470095	2.686595	-10.538855
641	8.976081	-3.680009	-7.869171	2.259141	24.480693	-9.242572	19.726555	-11.168805
642	4.691394	2.814904	-0.490071	-3.720930	14.377347	-0.558827	10.655136	-9.636592
643	10.563395	-0.071900	6.838174	-8.051057	3.661759	-0.403690	2.349886	2.779127
644	17.576769	17.006903	-4.351560	0.878630	12.845598	3.904631	-12.180736	-1.180221
645	11.628861	2.858626	-8.141163	-7.796162	24.368201	-17.968082	-12.398953	10.826965
646	15.679760	-11.736382	-10.376917	0.657140	21.536820	16.034569	8.990512	11.220424
647	12.555536	-10.518182	-4.624235	-5.062193	6.909778	-6.282897	1.593650	2.393850
648	16.914685	9.231698	5.501256	13.062101	13.232703	10.952685	4.187251	-6.132703
649	7.706102	7.530759	0.854571	1.393333	12.186475	-3.775289	-0.487831	-11.576674
650	7.094275	4.297050	0.819587	-5.585014	22.542364	6.454859	-0.408085	-21.594593
651	13.033729	-2.441226	8.963965	-9.141435	14.171558	6.534383	4.250968	11.834870
652	29.391338	28.088936	-4.160578	-7.586307	14.445133	-3.466501	12.381314	-6.583941
653	12.144886	-7.556593	-5.931956	-7.430213	19.884176	-0.260462	12.594455	15.384809
654	16.461209	6.715848	10.302653	10.941852	23.909681	21.695139	0.717068	-10.023952
655	8.857796	-5.308226	-2.184432	6.746224	17.279477	14.404762	7.541332	-5.849056
656	24.115954	-20.070528	-7.169748	11.284851	18.621805	5.272216	11.606376	13.574512
657	15.968765	-12.650490	-8.642428	-4.502775	11.475411	-3.350219	5.358140	9.578696
658	33.952524	-32.668396	-9.199948	0.954314	12.354632	-0.993637	4.085035	11.617319
659	10.540126	0.984989	5.793452	-8.749856	6.033947	-0.032122	0.335174	-6.024545
660	9.863377	4.713048	6.235862	-6.015596	14.695246	-2.075796	-14.484849	1.352952
661	31.135946	-24.488726	9.530196	16.701042	3.736824	-0.619278	1.713414	3.262600
662	11.619188	-1.888535	-4.795024	10.413774	11.860288	-0.514946	-2.760071	-11.523162
663	28.954122	0.672185	-20.720407	20.212721	9.621419	-4.050325	8.660640	1.076984
664	8.894752	6.329120	3.939984	-4.851327	23.753735	14.246689	-13.416426	-13.463704
665	30.424819	27.897373	7.900477	-9.218927	2.644173	-0.185864	1.345344	2.268734
666	10.036913	-6.309994	3.164247	-7.135204	20.206158	13.995285	2.086990	14.424468
667	14.444997	-10.478633	-4.061847	9.075109	17.392787	17.011621	3.080799	1.903270
668	35.989402	24.785793	-25.878551	3.346948	22.803262	21.994400	3.350826	-5.000707
669	17.661103	13.723058	-5.078664	9.889359	35.193142	-12.412116	-17.359781	27.984543
670	25.419236	10.139670	15.628686	-17.293606	17.521517	-1.167211	-7.866758	-15.612664
671	13.358562	-13.203797	1.551711	-1.305032	21.621097	12.491635	-12.076681	-12.867970
672	18.133551	-0.250647	15.932002	-8.656452	13.456402	0.075522	-9.371223	-9.656564
673	28.366062	15.318255	-21.014807	-11.329714	9.420362	-8.579766	3.414584	1.863182
674	36.869044	2.995195	23.262392	-28.446728	18.406884	-5.642075	17.071417	3.942983
675	16.123022	8.190877	-10.365283	9.242417	5.791289	-3.505980	-3.450968	-3.055806
676	20.337156	-9.476748	-16.084917	-8.066389	30.724042	-9.253652	-21.900938	19.459846
677	24.421667	-22.042332	-0.685987	10.492039	16.358223	-10.265366	-12.521441	-2.329643
678	24.491344	22.314650	8.419792	-5.566818	6.951151	1.376881	0.722095	6.775048
679	23.898614	4.016351	21.392477	9.867858	27.239586	-5.092355	-18.882317	-18.961040
680	5.441830	-0.550128	1.269114	-5.263100	24.977167	1.789115	24.755024	-2.801198
681	33.999341	-1.442193	11.927879	31.805676	13.838272	-2.387491	12.996654	4.109096
682	8.277737	3.226648	6.073189	4.607173	8.829270	-3.910601	5.457723	5.733800
683	20.015519	8.858477	17.327194	4.681530	12.066083	6.042522	4.593279	9.379768
684	17.174264	15.637588	-5.863839	-4.004572	7.932917	1.768652	-2.511154	-7.314175
685	4.706548	-1.528635	-4.322295	1.064250	24.358066	-15.394514	12.801752	13.872254
686	16.445116	7.147128	14.575942	2.627225	11.371258	-9.807493	5.376967	-2.051049
687	7.177281	-5.519851	1.650426	-4.280269	22.852493	12.142344	6.402265	-18.270493
688	15.390875	-10.331320	8.524789	7.580953	28.406763	-11.328980	7.031443	25.083006
689	26.933183	-8.067584	25.507837	-3.108162	16.081275	-13.085558	5.901085	7.249330
690	12.587649	5.894667	-7.716137	-8.010183	5.954955	-1.101135	-5.822621	0.588288
691	16.890015	-1.840670	10.745277	-12.900525	10.110626	1.909265	-7.787377	6.159239
692	8.358376	7.873738	1.826169	2.128805	14.412998	-1.461724	-14.239151	1.686551
693	15.114509	-2.543525	10.390699	10.677650	12.282246	-7.798015	2.725967	-9.089204
694	10.927673	-5.287766	7.606563	-5.796014	14.921274	9.406875	-5.549004	-10.166793
695	17.218779	1.058353	-15.411643	7.605754	11.565446	-1.838830	0.414160	-11.410816
696	21.587623	-6.906698	-7.059774	19.195900	24.412983	-5.709860	-9.098370	21.922840
697	19.835420	-10.021003	-16.678194	3.855026	11.485242	3.351707	-6.428644	-8.907826
698	9.282157	7.068594	2.472260	-5.484646	10.363690	10.324057	-0.904655	0.038983
699	23.131954	22.544960	-4.786197	1.975950	20.210122	0.286621	-19.551546	-5.109200
700	13.763717	9.242419	-7.058705	7.361541	9.962199	-9.724620	1.683380	-1.357722
701	24.874281	23.810450	6.636637	-2.783410	9.769384	8.258536	4.156989	3.155455
702	19.139014	-16.678659	5.231390	-7.794662	13.858780	-11.068912	3.655744	7.495366
703	12.238060	3.756298	6.359316	-9.758044	21.858256	21.233486	-0.389049	5.174074
704	8.055064	-0.781527	7.099987	-3.723368	9.584589	-1.311610	-9.042774	-2.893487
705	26.611023	7.610352	21.031336	14.419154	5.776213	0.990074	-1.140505	-5.575271
706	16.607045	11.160217	10.511657	6.383460	26.355355	18.574734	-18.459074	-2.974324
707	16.399027	-1.644604	14.306067	-7.846005	8.711486	4.218745	7.257299	2.328903
708	18.148881	-7.669366	-12.631116	10.536489	23.522421	-11.702883	12.787039	-15.900895
709	9.545664	4.479122	8.167369	2.085967	31.959911	26.142633	2.790851	-18.171675
710	15.191772	4.547671	-1.209731	-14.444555	2.847556	0.847241	1.621999	-2.181714
711	21.604178	-13.560936	6.297792	-15.594208	16.048174	-8.142280	-8.021766	-11.264921
712	17.823637	14.436335	7.635722	-7.139330	7.855197	-5.547763	-4.038143	3.823592
713	26.688702	14.423615	18.711950	-12.414066	6.257955	-6.055391	1.200864	1.025755
714	20.502203	16.420059	-12.254999	-0.732791	14.537603	5.440682	-7.712035	11.057368
715	30.795897	1.486409	30.579712	3.325515	25.689854	8.225328	23.932810	4.419633
716	17.878259	-15.561205	-3.896289	7.893033	8.402494	-1.791245	2.113038	-7.932744
717	9.357060	-6.160764	-6.731676	-2.069806	22.934341	20.392683	-1.530442	-10.381726
718	10.092605	6.257348	-7.736115	1.690797	13.199915	-3.549007	-12.547171	-2.052028
719	16.232748	3.108639	-6.653627	14.476454	8.608083	-1.900482	5.128212	-6.647458
720	18.334958	13.357186	-8.546055	-9.204412	9.590412	-4.874454	1.103357	-8.185249
721	7.587432	3.193952	5.417927	-4.244275	10.938615	9.249133	5.810343	-0.588855
722	29.972639	-16.617142	13.655114	-20.875046	22.686965	-21.622429	6.564929	-2.017586
723	22.748003	-5.983247	21.302847	-5.278364	18.939193	10.538486	15.597553	2.085590
724	13.256861	6.019455	9.309398	7.269500	28.529383	-0.979347	14.617341	24.480602
725	18.841792	7.223647	-2.141387	-17.269815	18.316387	3.960696	7.877560	16.054501
726	18.315831	-4.345193	-6.220579	16.670134	12.297431	5.422695	3.184520	10.567877
727	28.396911	23.062183	16.478796	1.723239	11.845526	7.868527	-7.241128	-5.095962
728	28.563426	-14.086045	23.794594	7.160304	24.822823	-12.780395	20.268824	-6.481421
729	15.648434	-15.198446	-3.695940	-0.469846	19.927996	-6.285407	-17.117481	8.038066
730	26.339660	9.722404	9.959242	-22.362156	19.475544	15.440382	11.819457	-1.091716
731	20.957787	-1.224673	-20.737211	-2.774362	15.888796	-14.339671	-6.172206	2.954917
732	14.563313	-1.496642	0.544583	-14.475965	14.659139	-4.957545	11.166136	8.101267
733	17.845702	11.366867	12.145971	-6.460558	12.182675	-9.085568	-4.701653	-6.615473
734	9.390875	3.384729	-8.759029	0.107463	17.672647	-13.573324	-1.873326	-11.161450
735	21.221996	-19.476595	-3.995629	7.420937	15.162094	-5.067635	-4.951289	-13.404959
736	14.088889	5.332934	6.430083	11.345071	15.218285	14.747658	2.868868	2.423298
737	12.161641	0.547166	1.325903	12.076758	14.728577	14.475878	1.896836	1.944729
738	8.999171	-5.731281	-0.223058	6.934533	12.942231	2.494974	11.575973	5.222384
739	25.137324	17.257240	-12.673809	-13.169938	13.256745	6.524754	11.538972	-0.144944
740	33.274410	5.097579	-31.532415	9.322438	19.097887	10.267357	-9.163651	13.241532
741	26.098567	9.035307	-2.518019	24.354836	21.982864	21.559484	-4.082862	1.328603
742	50.124772	-14.590232	29.292997	-37.967594	17.015118	16.033270	-0.934601	-5.619164
743	26.636960	16.419472	14.788645	-14.873620	15.077033	-12.211761	6.092729	-6.408469
744	5.806629	5.730447	0.819166	0.455939	18.975416	-1.738554	-18.884693	0.642024
745	8.334012	-1.245303	-5.082954	6.486028	22.952667	-17.681461	13.735784	-5.051644
746	13.653110	-4.477226	-4.206602	-12.192882	21.655935	13.487486	13.467568	-10.280654
747	12.938866	-12.291940	3.595266	1.842967	15.270444	-13.860542	5.333226	-3.553666
748	25.022599	-4.819664	-19.899963	-14.383767	13.369371	11.012742	7.179842	2.430936
749	6.884985	0.004347	6.200566	2.992655	7.449514	-2.668498	-3.016434	-6.267017
750	18.823298	1.929725	0.517422	18.716970	9.934250	-6.823750	-6.852957	2.272165
751	20.664806	9.311998	-15.637414	-9.787348	8.518101	4.709804	-0.879646	-7.042870
752	16.372669	-1.965000	0.880240	16.230473	17.118861	11.810620	9.338067	8.146482
753	10.380115	-1.890474	9.333148	4.131009	21.257022	-2.018546	14.140961	-15.742290
754	29.264820	0.708756	-21.585011	19.748789	17.645048	-1.544185	10.804892	13.864253
755	14.229085	-0.945117	12.105497	7.418258	19.505934	-11.103100	-7.350811	14.253708
756	32.106906	27.649878	14.271386	-7.916136	11.783397	10.934536	4.362838	-0.500008
757	26.652953	-6.292725	15.766555	-20.547440	13.525388	-12.701960	-3.136138	-3.429430
758	15.489464	-11.382211	-9.801071	-3.782563	16.262118	15.238252	-1.181332	5.554874
759	14.683623	4.461675	2.005821	13.844815	8.418000	1.898262	-8.200422	0.111390
760	24.281691	2.211050	-14.625207	-19.256559	11.203139	5.561164	-9.725256	0.056218
761	12.186857	11.840720	-2.266479	-1.783226	27.903843	17.886732	11.991364	17.745321
762	33.631045	20.348850	-20.822788	-16.833982	21.706058	-6.384243	-18.769756	-8.836891
763	2.466626	-2.000208	-1.158770	0.860618	22.704274	-4.115661	-6.805276	21.265785
764	11.008043	-1.675119	-0.784539	10.851521	10.771240	9.290998	5.404444	-0.699260
765	22.024176	-11.198483	-17.810637	-6.514564	16.921821	15.096064	4.731994	-6.005424
766	18.141281	1.203614	-15.070965	-10.026135	10.706149	9.121871	4.029778	3.895380
767	9.212519	0.922035	-4.915623	7.736731	10.769469	-1.345510	9.948067	3.899620
768	12.850936	6.948627	-4.238283	9.944853	16.690032	-12.881947	-0.465237	10.601707
769	21.564344	-20.204168	7.537363	-0.026219	23.775972	4.985809	22.971081	3.573235
770	21.752271	-2.964691	12.828983	-17.314419	8.531106	-2.796979	0.111833	-8.058795
771	8.552867	-4.464293	1.539679	-7.130989	25.671820	-4.932866	-14.398070	-20.673769
772	9.661882	7.050448	2.763585	-6.000478	4.758462	1.671040	-2.241808	3.850310
773	22.003137	5.896868	1.969974	21.106497	10.411542	-5.850316	8.598807	0.484276
774	27.550828	3.678065	12.215181	-24.419445	19.165102	-14.051156	-12.693383	-2.957052
775	12.964075	3.872367	-8.063474	9.383625	9.991994	3.808603	-6.943283	6.093053
776	18.366831	-12.622651	8.582492	-10.215184	16.332943	-11.325972	-5.132311	10.589938
777	21.766700	9.149690	19.601873	-2.416397	13.776283	5.488326	-12.258861	3.063429
778	19.787518	-12.845954	-12.494259	-8.391711	14.216400	2.109028	4.698606	-13.250703
779	15.535871	13.963551	-4.900548	-4.729394	19.609944	-7.834026	7.799312	-16.197182
780	22.433323	-9.547145	8.748658	18.318487	17.907248	10.618663	-9.310081	11.010717
781	12.755090	-11.053625	-2.080899	6.014945	10.770405	-4.792360	8.964985	3.558646
782	28.357986	15.530756	22.248798	8.243904	12.949804	-0.743826	3.979767	12.300634
783	16.321918	5.818798	5.813363	14.097922	16.696387	12.900743	-9.906063	3.769628
784	16.818386	10.490246	13.145386	-0.108158	9.673118	6.912753	5.796602	3.490340
785	11.150211	-1.549719	0.718738	11.018575	16.785003	14.423906	-6.467626	-5.644207
786	20.658159	10.090659	17.223276	-5.319480	17.716600	-7.531002	-15.534863	3.978689
787	21.449556	16.336206	-12.020418	6.980070	12.616219	-11.524513	-4.162611	3.004538
788	14.548341	8.601810	4.406995	10.873891	3.816979	2.789529	0.989501	-2.410134
789	16.539879	11.243344	-5.677458	10.720134	14.009371	5.068528	-7.877956	10.416828
790	12.822078	-1.103420	-11.501978	-5.558117	7.931394	5.257041	5.732389	1.552495
791	14.483931	-3.800179	-5.468884	-12.862123	5.050620	-0.786268	3.829229	-3.198054
792	19.535153	-18.573618	-5.832650	1.619608	33.764509	-29.076694	-16.109907	5.921047
793	20.127607	-9.809382	-14.241967	-10.298687	15.364449	8.212444	-5.277848	-11.864501
794	25.395264	21.046179	-11.696357	-8.072981	12.911359	5.693394	-1.378613	-11.505993
795	6.059743	-4.551947	-1.647196	-3.645135	14.583932	13.869182	2.502399	3.751650
796	31.015772	-30.453629	-3.487255	-4.732197	34.837368	-31.442152	12.390167	-8.456777
797	4.852357	3.453184	-1.367447	3.122654	16.567301	10.242511	11.412381	-6.270884
798	19.223595	-6.200691	-17.361956	5.446149	16.036429	1.149330	15.957345	-1.099645
799	11.280815	7.707078	-5.467315	-6.161673	13.113066	-12.096720	1.422062	-4.857944
800	14.140679	6.402171	-6.864398	-10.575966	15.273279	5.987731	-11.111433	8.599778
801	16.136801	-4.013791	15.253448	3.408543	12.833247	2.594295	-4.562257	11.711006
802	27.859195	6.921758	-23.989994	12.357354	26.515438	13.085991	-20.597910	10.370698
803	16.028619	-15.152297	3.269833	-4.078321	16.751149	-4.401559	15.791560	-3.442950
804	26.532397	-2.168381	5.552077	-25.854219	18.498838	-6.162982	1.171243	-17.402668
805	34.937425	8.351027	24.200529	23.774323	17.731624	2.516240	11.746661	13.042047
806	16.113417	-4.843567	-12.932172	-8.303072	21.726382	21.683653	0.729585	-1.150038
807	29.671157	-4.176389	-18.912952	-22.477446	24.439389	23.898521	0.585536	5.079525
808	7.466119	5.589675	2.226197	-4.420691	20.797160	20.433743	-3.288571	-2.041898
809	19.682933	-3.755814	19.308691	0.697261	12.841649	-3.182456	-0.893715	12.408916
810	28.721527	21.305521	8.952850	17.054247	19.705248	18.930416	1.473311	5.269297
811	16.458260	1.313926	-5.939789	-15.292705	14.242404	-14.153410	1.388098	0.774747
812	15.043480	9.498514	2.728228	11.342014	12.582189	-11.466754	3.304306	-3.988307
813	29.713507	-27.379122	0.455700	-11.535532	12.900332	-8.651922	-4.949738	8.189194
814	36.054432	2.790789	-23.929901	26.823374	14.659616	8.551394	-0.279819	11.903769
815	5.546769	1.833668	-3.995383	-3.382488	22.752566	-21.825651	-0.910188	6.363313
816	19.172089	16.924166	5.018017	7.480716	10.650044	-3.754289	1.222353	-9.891137
817	16.489547	3.769127	-14.857584	6.078737	24.771308	-14.530670	16.248865	-11.766550
818	10.074245	6.687541	-3.811493	6.499211	20.424455	16.498236	-11.648946	-3.044443
819	20.747864	8.064464	-8.577666	-17.083967	21.565269	18.972069	7.555638	-6.930638
820	26.516858	16.303289	18.582272	-9.594046	30.172546	19.044064	10.452273	20.939344
821	20.634525	9.977275	-1.810199	-17.971109	14.575613	-14.158154	1.366622	-3.182378
822	18.079745	-17.942850	0.740015	2.093722	2.751348	-0.152550	-2.204805	1.638744
823	35.630616	29.116457	-5.158410	-19.878721	15.477501	-10.520587	-10.742863	3.668951
824	14.514221	-13.837456	-4.328818	-0.669888	5.113625	-0.944431	-4.313600	2.578773
825	9.941329	2.319616	-8.679062	4.257146	13.825273	-4.754153	-3.498880	12.501761
826	13.470754	9.125905	9.282163	3.467062	23.508434	14.983463	6.022160	-17.084375
827	9.543313	-8.478217	-3.873438	-2.047227	29.627254	21.823622	7.040649	-18.759876
828	37.642037	-19.142897	-18.339699	-26.723171	8.358713	-2.055860	-2.737641	7.625407
829	12.227652	11.765683	2.983672	1.477117	22.728191	-0.399374	-9.388474	20.694630
830	22.889596	-4.316098	12.051705	-18.975281	11.597054	2.269600	9.673766	5.979869
831	12.121559	6.198277	-5.779931	8.666369	3.213215	-1.035359	2.669061	-1.459075
832	19.028556	-4.035797	18.592682	0.332379	11.271804	-5.079566	-9.660636	-2.814902
833	17.186757	-6.467844	-14.942692	5.501597	12.542651	12.391974	-1.938066	0.030947
834	6.080020	4.366036	-2.177135	3.628285	14.552141	12.559036	7.190845	1.525506
835	20.041409	-1.127840	-16.645157	11.105170	11.889770	3.575017	-11.119662	2.222386
836	17.797574	4.036846	13.502355	10.869404	11.987755	-9.305572	-0.102226	7.556596
837	11.127546	7.880352	7.796273	-0.969769	9.638525	-5.952832	-3.647762	-6.645208
838	6.273554	0.266170	-5.722746	2.556719	28.283817	-26.703236	6.241198	-6.925241
839	33.966622	-12.439819	-10.174208	-29.924368	7.739313	-5.115223	5.491726	1.890079
840	29.039197	-12.058443	26.268332	2.800660	13.608996	9.071836	-9.400991	3.811551
841	28.720635	-0.308756	28.692476	-1.233437	17.210861	9.603833	11.655998	-8.253353
842	20.649421	-0.098954	20.643902	0.467015	11.212310	3.079551	-5.417355	9.321187
843	35.654427	14.038155	29.990421	-13.219041	27.227551	13.788546	-21.423862	9.603836
844	16.101945	-9.193954	-12.065595	5.400487	3.893803	3.732511	0.314326	-1.063610
845	9.509265	-7.012098	6.055645	2.141437	14.001982	3.648647	-6.821985	-11.670621
846	15.364979	4.993538	-8.563661	-11.739287	20.292795	-11.336473	-9.890012	-13.618721
847	20.184622	17.809488	-6.776673	6.657162	12.190749	4.677356	-11.226708	0.835294
848	28.961968	16.719141	-23.640028	0.644209	15.530851	8.660862	-3.142976	12.502740
849	19.661524	15.982015	-10.515256	4.536531	18.799218	-16.576780	-1.280299	8.773927
850	9.277717	7.359045	-3.382305	-4.525539	18.789789	-12.839905	4.449826	12.976597
851	26.611451	-24.828371	2.674927	-9.195983	7.478579	0.551732	2.996553	-6.829744
852	17.542493	16.528475	-4.903704	-3.240721	32.624451	-14.353324	23.163183	-17.938892
853	18.594540	-2.193482	-13.545438	12.548573	8.616682	-4.031821	-2.309412	7.256600
854	14.076681	3.326228	-4.228247	-13.008116	17.956873	-16.260405	6.980784	-3.052404
855	25.733810	13.438631	15.573004	-15.463303	23.354890	20.878208	0.132943	10.465831
856	10.250912	-2.725348	9.851893	0.770627	27.566001	7.960425	-16.699934	-20.435955
857	17.136358	-12.998036	-7.906158	-7.886602	10.011302	2.949881	-3.592585	-8.866662
858	12.723710	-6.097045	9.888632	5.189778	17.285417	-14.027385	-8.685863	-5.154988
859	16.586464	-13.058765	9.551652	3.653135	27.283839	-15.905159	-17.760202	13.266839
860	20.915991	12.137008	-0.371250	17.030382	22.246629	18.762100	-6.361059	10.120920
861	21.794485	-7.180980	20.088741	4.458205	23.269345	-18.982031	7.961945	-10.851377
862	20.229513	1.652999	-3.160010	19.912687	25.593060	-3.609759	25.191576	-2.712718
863	27.245355	-10.160358	25.149090	-2.569006	13.278399	2.448996	12.316190	-4.316221
864	35.839919	29.138504	10.780932	17.866697	6.006027	-2.493950	-2.123181	5.034350
865	13.754576	-8.720328	6.558666	8.374254	12.854920	5.251446	-5.670475	10.272147
866	27.111612	22.598509	10.626776	10.555498	17.007526	-15.176127	-7.166715	2.753052
867	20.376397	6.905079	14.138556	12.946763	16.143204	14.356141	-5.774621	4.599782
868	37.823431	-31.401556	20.542671	4.748990	25.912429	-15.380182	-20.528646	3.671327
869	14.007822	-0.750594	1.500373	13.906997	13.452834	7.776649	7.170034	8.312225
870	7.658417	-2.016903	4.329104	5.986845	6.471623	1.915814	3.223829	-5.274324
871	20.781471	-7.727826	3.306466	19.005724	14.530838	2.023059	14.244584	2.035756
872	24.047888	-2.875012	-0.714606	23.864714	13.137761	-7.097457	3.721681	-10.410378
873	21.472803	16.933851	11.969838	5.572158	8.569590	1.928144	2.685031	7.906374
874	13.715262	-9.689694	8.896128	-3.882930	20.192460	-6.052515	16.944471	9.164463
875	22.261240	13.149790	-12.259304	-13.128416	20.237051	7.318212	15.537330	10.703896
876	22.079674	17.869356	8.115865	10.115871	31.390623	12.127389	-0.007428	-28.953369
877	8.478963	5.913603	-2.072247	5.712084	14.195901	-3.336915	13.082631	4.385586
878	29.765434	2.250643	-5.760396	29.115864	20.153198	-17.203791	1.771716	10.346110
879	12.180453	1.891422	-4.658927	-11.094158	6.032609	2.658494	4.874619	-2.358572
880	21.689966	-13.578038	-2.209761	-16.769272	11.972394	3.800447	-1.221029	-11.287334
881	16.681990	0.677872	-14.204088	8.721993	10.196648	7.828315	-4.676034	-4.563312
882	23.202267	7.415842	-21.866192	2.284767	32.168045	6.975266	16.701874	26.592785
883	24.529642	7.157645	23.145962	3.838739	23.511047	-11.253459	18.602882	-8.947722
884	19.976208	15.878559	5.490176	-10.806396	13.903232	-6.850538	-11.551188	-3.597224
885	30.098857	-20.314342	-3.818014	-21.879019	8.626314	5.253786	6.791173	-0.831271
886	12.670040	3.574737	-10.286910	-6.475388	19.260148	-4.495761	-17.872488	5.596034
887	27.935788	-13.709308	-21.417589	11.565035	8.050407	-5.394932	-5.953106	0.514084
888	31.162159	7.778721	-19.025509	23.422247	23.256012	-15.052050	12.098322	12.957951
889	7.569421	1.356889	5.748817	4.733507	2.547735	1.950781	-1.145732	-1.171625
890	17.413164	16.767622	1.545228	-4.435923	29.106500	-13.338315	-14.305034	21.555595
891	17.834542	-1.425758	-9.622163	-14.948314	9.969926	-3.243153	8.304574	4.462672
892	15.012579	6.735576	13.120298	-2.804873	8.412922	1.083637	7.243017	4.140252
893	25.085724	23.251032	-9.357067	1.062231	9.898872	0.359786	-8.082934	5.703015
894	9.402462	1.863173	7.114912	-5.857723	14.223475	13.068466	5.130460	-2.280532
895	14.173798	-13.410243	-2.427935	3.894490	23.080785	2.819177	7.271634	21.723219
896	15.608631	14.754298	4.645093	2.088819	16.332079	9.095669	10.177106	8.968396
897	32.104148	14.684153	-9.854131	26.794554	15.540592	10.750143	-11.178232	0.995766
898	9.354104	7.868823	1.705516	4.761524	13.525739	4.159606	-12.263981	-3.903598
899	34.347287	9.779718	-30.961050	-11.202972	13.496938	10.402317	7.965625	-3.241596
900	10.662982	0.579033	-10.590341	-1.099358	22.921177	1.193091	12.856973	-18.938192
901	22.122287	3.613012	9.233337	19.775925	16.991366	5.851004	-2.930438	15.680715
902	16.562143	-7.742934	-13.023186	6.689408	21.680387	9.058882	-19.205648	4.372519
903	14.996987	3.883492	-4.151463	-13.877805	12.298615	-7.753522	-5.296372	-7.942750
904	26.557580	24.261581	-10.801653	-0.070786	12.737305	4.971746	-11.294236	-3.156090
905	19.744439	9.327773	10.467192	-13.902282	8.434060	-5.810362	5.236684	-3.154395
906	19.399185	-10.951120	-11.377378	11.267503	11.151553	-6.787638	-2.392094	8.518392
907	30.532942	9.256632	-5.502424	28.570940	18.403799	-14.730465	2.520668	10.740551
908	26.358622	14.144467	-8.947547	20.363016	22.094869	11.378435	-10.309603	15.887938
909	20.500383	14.021697	10.680083	10.468694	11.228816	9.033354	-6.656150	0.424845
910	14.382694	12.102783	-7.082316	-3.197706	23.022157	7.119397	-11.111583	18.864428
911	22.333059	-16.334965	3.987722	14.698045	15.549948	11.024817	-1.712440	-10.831521
912	19.880171	-4.368572	6.116481	-18.404495	9.497748	0.074069	1.398969	9.393861
913	15.825521	9.811506	-0.931325	-12.382007	8.261468	-4.100185	5.074897	-5.068110
914	17.132708	5.784795	14.305493	-7.444374	14.250993	11.060161	7.208416	-5.366785
915	25.188447	-17.240528	7.881639	16.586193	20.321125	-9.828332	-1.020080	17.757011
916	19.628952	-18.444998	-2.568417	6.203310	22.791728	-12.687006	18.920202	-0.727103
917	25.211506	5.162060	-22.192524	10.791897	6.735421	-2.795327	2.499062	5.595242
918	16.485658	15.041334	6.741407	-0.297702	19.506401	3.410975	-12.228809	-14.809496
919	12.626064	-9.345108	-1.621905	-8.334019	15.025753	-8.415691	-8.612537	-8.987413
920	28.477998	-1.345719	-18.384413	21.707113	11.076745	-7.695206	-5.047458	-6.164516
921	20.263018	-8.670697	-16.825890	7.231759	12.048488	-4.088867	11.195396	-1.763613
922	14.277845	-6.413571	3.751256	-12.192253	15.686693	-12.535090	2.262241	9.155660
923	23.446502	20.020279	6.632129	-10.244108	1.222549	1.189213	0.106464	0.262800
924	25.142561	0.850222	8.213317	-23.747988	19.080822	14.594700	-6.106305	-10.667031
925	20.822184	1.899008	17.964136	-10.356009	13.269774	-12.128867	-4.731091	-2.567933
926	5.538233	-5.427365	0.898435	0.639176	15.476726	-0.728460	-8.276073	13.057756
927	17.045712	14.972649	-7.718256	-2.608564	18.050905	-8.600201	-13.659602	8.080037
928	30.860837	-0.217996	30.798113	1.954484	7.415483	-5.334925	-1.956981	-4.764263
929	17.567431	10.877326	1.186702	13.743731	10.475896	-1.285363	3.663690	-9.729831
