No	Na	x	y	z	Cl	x	y	z
308	34.510324	30.184971	14.187168	-8.863083	12.974010	12.084575	-0.405802	-4.703542
309	25.305679	16.078630	-4.149065	-19.095556	19.921318	-18.944365	0.894976	6.096637
310	13.889450	-10.946980	-8.069590	2.821732	25.345303	-23.755041	-8.773045	1.056443
311	20.147735	15.746895	3.321178	12.121729	18.455244	-0.740206	-7.234386	-16.962069
312	23.871610	19.301973	-7.068531	-12.137689	18.802167	2.740625	5.059454	-17.900066
313	21.488477	3.785084	20.869175	3.450410	18.966684	-7.418819	-15.594023	7.843639
314	16.691035	11.655278	-10.148737	6.304624	31.600832	9.650999	26.475494	-14.301015
315	32.810272	-25.401136	-7.954697	19.183823	17.179943	7.637605	13.889166	6.626349
316	39.568848	-36.828999	3.905997	13.930607	11.894070	-7.969346	-4.592006	7.541347
317	26.353842	-24.631910	-9.254590	1.465102	13.564412	-7.878703	10.642241	2.943131
318	9.904421	0.879105	0.753273	-9.836530	20.529197	-8.057476	-9.992699	-16.020954
319	29.924957	-7.077361	5.576630	-28.536209	14.632128	4.065103	6.988391	-12.195758
320	31.306688	-2.355874	2.638534	-31.106216	14.321774	-6.498282	-8.873051	9.173576
321	10.942752	5.796273	-5.337699	7.593154	22.788088	-3.697849	-0.757947	22.473282
322	24.472701	20.009592	-8.280895	11.399828	12.491983	-2.795292	-4.326879	-11.380426
323	13.529187	-12.626317	2.740381	-4.013145	12.607267	9.138724	-7.293203	-4.715516
324	31.266329	-2.529749	-23.056229	-20.966497	11.705746	5.229332	9.285396	-4.843553
325	17.658161	-3.136084	16.330835	5.939651	8.173953	-7.148208	-3.118682	-2.447540
326	23.147261	-21.182821	5.073597	-7.832138	13.569465	1.965440	-13.177168	2.574813
327	8.485883	2.483437	-4.324669	6.865857	17.320780	3.511360	16.810257	2.257216
328	13.745605	10.123081	2.708616	8.895409	15.033598	-13.205735	6.610590	-2.813845
329	16.175169	1.234681	-15.665988	-3.832554	24.728158	-21.741640	-0.341546	11.775662
330	30.138782	16.945377	-24.922434	-0.269531	5.627476	4.256979	3.297331	-1.635303
331	13.098100	12.712860	-0.246220	3.143690	4.502845	-3.092902	3.055140	-1.172897
332	15.823834	-14.145564	-4.372756	-5.583523	19.953413	-6.592861	17.592232	-6.722073
333	17.458553	-3.712176	-10.812576	13.195038	16.062498	-8.893673	-11.389882	7.012632
334	24.562479	-3.838739	-3.949616	-23.937000	25.868444	-20.579672	10.727870	-11.426561
335	6.571339	1.297693	5.887979	-2.613464	10.423456	-7.099233	3.312108	6.875992
336	6.883378	0.002215	-6.871305	0.407496	2.687985	-0.655039	2.458656	0.866715
337	20.734689	-16.234425	8.936332	9.301224	11.009569	8.593268	-3.065310	6.161997
338	13.554945	2.794435	4.274533	12.556115	27.431147	10.471404	15.112082	20.357861
339	11.953402	-9.717587	-3.946476	-5.733903	15.832911	-7.685060	-0.481236	13.834353
340	20.715830	-15.711236	-13.500917	-0.167104	16.770340	15.512753	3.018644	-5.611289
341	7.261950	2.847385	0.546913	6.658018	15.010317	2.075868	-9.726115	11.242912
342	8.437770	-0.939985	7.184252	4.324224	10.239690	6.136640	1.648497	8.029655
343	24.255035	-21.569361	9.728425	5.331712	7.283126	0.268563	-0.461664	-7.263516
344	26.812122	-25.220242	-6.477906	6.392654	16.111056	-8.786902	13.499622	0.341574
345	33.165694	-12.471406	-22.368378	21.073277	16.835632	-0.719922	-13.860813	9.528803
346	19.960460	19.445061	0.521708	4.476313	11.473122	5.140008	-5.701986	-8.526441
347	13.757864	-4.331082	10.674088	-7.522259	23.652906	-20.969421	6.701349	8.650736
348	17.593864	-2.452474	11.204222	13.341471	19.055124	16.682083	7.308457	5.602886
349	15.416051	-8.189176	10.103450	8.277218	6.635145	-1.742164	-4.841564	-4.189185
350	12.040243	-7.810666	8.034846	4.404792	13.412691	-11.678579	6.032815	2.667620
351	18.536596	-0.367815	-3.786928	-18.141920	5.992972	-3.434295	4.877512	0.575502
352	15.346374	-13.800655	3.838748	5.506100	18.283185	-9.647477	6.732387	13.995571
353	22.527968	-2.225332	22.350195	-1.739544	11.978214	1.290238	11.865103	1.015990
354	18.198692	-11.953473	-11.485410	7.509476	10.229899	-4.279039	1.025740	9.235178
355	28.464584	23.465477	-8.273273	13.825951	20.323635	8.945819	-9.693616	-15.461445
356	21.116726	13.616017	15.013966	5.924611	16.143437	-15.393474	-4.646379	-1.436207
357	14.279690	11.772954	-2.617989	7.645472	15.448527	0.250122	-15.107518	3.218280
358	11.748574	11.047768	-1.252828	-3.795557	29.019654	28.601730	-0.907698	4.822594
359	16.710868	11.749129	1.314783	11.810267	20.428198	-19.658886	3.899283	3.954122
360	16.385982	-6.539482	-5.693582	-13.903910	15.859826	-11.878965	9.976691	-3.299982
361	16.206269	2.358283	-16.019756	-0.670121	8.995417	-3.803962	-5.076087	-6.378145
362	8.939031	-7.638912	-1.340000	4.444965	17.640837	6.580637	-7.694385	-14.446135
363	24.079449	7.416423	-14.082976	-18.068932	25.646176	-0.924491	10.808014	23.239159
364	16.243360	-3.675405	8.948814	13.048251	22.747236	11.404840	-13.496748	14.324948
365	24.092775	4.785935	8.932733	-21.857788	5.137932	-2.897493	3.319052	-2.643250
366	13.385964	-9.140714	9.400719	2.694044	10.369762	7.515154	7.145127	0.039744
367	28.317524	9.142890	-18.679089	-19.219297	13.929883	-4.528368	3.288381	-12.756256
368	37.321063	-25.571114	12.894409	-23.931446	4.441395	3.694382	-0.842095	-2.316982
369	26.298275	22.324697	0.941200	13.867995	11.478110	-1.411176	-10.368008	4.718050
370	20.567361	18.006189	-7.994489	-5.906069	21.543980	10.775863	-18.655161	-0.093950
371	33.863634	-32.570576	-8.927337	2.491172	14.399020	11.599040	-6.340578	-5.708863
372	14.298636	-3.922923	-13.736437	0.609893	10.562037	-9.524888	1.763950	-4.209704
373	33.935908	14.245613	-27.307875	-14.247398	9.488263	-4.492816	1.636183	-8.195404
374	28.783676	-2.161798	9.144679	-27.206644	32.772829	26.691566	-12.555392	14.282183
375	12.723235	8.474498	-8.081422	-4.975361	21.896005	-15.153833	-5.219106	-14.918354
376	17.130989	13.384582	-10.210825	3.172196	19.144181	-9.617743	6.426329	-15.254539
377	4.083777	-3.827863	1.344802	0.464980	10.630649	-2.442110	9.485568	-4.131683
378	13.374286	0.619787	10.441833	8.333997	9.815464	-1.066705	9.686003	1.177635
379	29.039527	24.709160	-15.254848	0.202805	6.495144	-5.035193	3.987366	-0.966766
380	17.327406	-15.923551	-4.502001	5.139213	11.265912	2.053103	9.641294	-5.454449
381	18.572957	6.736766	-3.031997	17.040472	9.822074	5.372195	-1.939475	-7.990688
382	13.872838	-6.118136	-1.925942	12.301007	12.429476	-11.595974	4.468880	0.233168
383	28.144041	27.874826	-1.437132	3.607730	20.612706	5.939990	-3.902079	19.348745
384	9.307829	-4.914801	3.893065	6.879277	28.325806	-27.606405	5.057000	3.829419
385	9.406211	-4.817550	8.074873	0.253849	32.160111	14.737914	27.080074	-9.150750
386	23.113992	19.848747	-1.718049	11.718882	9.640729	5.469722	-0.891373	7.888679
387	17.288317	-16.000782	4.012576	5.173019	9.867732	-9.800761	0.756790	0.862835
388	23.635746	-14.978282	18.014748	3.125450	16.613791	-2.064514	-1.040119	16.452173
389	11.989151	-1.342415	-2.607591	-11.624893	13.468994	12.776067	3.241267	2.771300
390	12.108354	-12.005228	1.539182	-0.343016	15.706818	9.759382	11.102806	-5.309077
391	11.332843	3.119021	8.153379	-7.226855	20.329974	-4.982940	19.054819	-5.039051
392	16.621497	-14.564800	-6.192886	-5.078278	1.199425	0.506472	1.083615	0.088787
393	18.869249	7.128473	-12.546110	-12.158476	7.611311	-5.611525	-1.275273	4.981619
394	14.921954	-2.764389	-11.185531	-9.481917	13.066920	-0.856552	-2.978742	-12.694007
395	19.616783	3.427403	-16.427925	-10.158462	11.138184	-8.042059	-6.657717	3.880622
396	20.944176	-9.697046	8.819111	16.335516	18.920875	6.255508	-13.550678	-11.629585
397	13.903534	12.461431	-0.577115	6.139051	9.649940	8.695111	2.334497	-3.473687
398	22.998664	20.369915	-9.429027	5.009845	23.622617	7.311567	22.455851	0.551190
399	10.062450	-3.200888	-6.965389	-6.518480	27.649601	25.566135	-8.349633	6.415356
400	15.581495	-12.618461	2.741158	-8.720292	14.903817	-1.510293	-2.708626	-14.577590
401	28.772125	-6.367547	-17.291786	-22.097141	28.951258	21.185198	-7.350061	-18.312273
402	16.036824	8.527936	-11.129117	-7.784393	19.676393	-15.503645	9.106408	-7.991919
403	39.919563	-36.455238	-8.701480	13.743048	5.434197	-3.296738	4.319794	-0.037385
404	18.077171	-13.160728	5.127322	-11.282284	15.635126	8.462715	-12.912519	2.471133
405	12.325458	11.985469	-1.102134	2.655324	17.806081	-2.462308	-9.908108	-14.588453
406	21.741728	2.720202	-20.277447	7.357199	19.107798	-17.083092	1.835572	-8.361016
407	26.682141	20.300108	15.182609	-8.326505	8.523547	3.441535	-1.745936	7.599895
408	20.847731	-13.440310	-5.581652	-14.927528	3.498603	-0.983689	-2.420284	-2.326973
409	29.531378	2.370914	1.193131	-29.411860	11.223462	3.414454	-5.167525	-9.359715
410	29.527884	-5.593559	28.811369	3.242387	18.490159	-11.081161	8.655006	12.007694
411	29.782297	-8.734285	7.211719	27.544302	11.762163	0.869936	6.106893	10.014867
412	23.228520	7.462056	-20.468899	8.056430	11.173232	1.958556	10.867148	1.705948
413	16.395300	3.514780	-15.928123	1.657434	15.101920	-0.668702	15.063712	0.839885
414	19.793564	-7.651049	14.716604	-10.801306	11.863221	0.916746	-11.786691	0.984632
415	17.207718	0.249015	15.549431	7.366055	18.509948	-14.180610	9.204605	-7.536824
416	29.350953	21.298653	-8.379066	18.374905	10.795986	-2.704414	6.363738	-8.291098
417	13.372616	-9.935493	-2.297063	-8.650800	7.820347	2.035545	0.144802	-7.549398
418	24.823136	24.219761	4.445590	-3.134965	17.221642	-15.323527	3.109704	7.218324
419	12.881709	-6.246334	9.032533	6.733134	6.893561	-4.731951	1.857150	4.656266
420	24.072459	2.339888	-23.086992	-6.403047	13.087182	-4.191590	-1.797220	-12.266821
421	21.447461	-15.322129	-13.892954	5.675541	20.387570	10.435266	10.541062	-13.987288
422	10.497394	6.201758	7.050067	4.693614	26.294528	22.600046	-10.090843	8.877780
423	13.695359	4.937739	-10.697926	-6.981115	10.925228	-5.279518	6.509771	-7.007866
424	3.566038	3.281094	1.055889	0.914409	23.211982	3.601383	0.042065	-22.930861
425	14.538700	-8.985885	-6.768009	9.209870	12.607421	0.962498	3.822657	11.975307
426	30.037145	15.634737	25.106127	-5.240942	24.814011	14.892669	-3.216261	19.585690
427	24.940172	-10.361869	-4.316647	22.271292	22.253659	4.983103	11.957057	18.094828
428	26.312189	25.202816	-2.254311	-7.215776	10.713389	5.091125	9.078422	-2.537601
429	18.863267	-11.658272	10.350920	-10.619133	12.191113	-0.982306	-11.862655	2.633579
430	19.341676	10.215684	2.450282	16.239962	18.481800	-7.672297	10.551812	13.090915
431	15.374162	-13.436896	-5.405912	5.156625	13.096986	-3.501475	6.189287	-10.998338
432	33.306035	1.199049	-16.944338	28.648624	18.480745	3.573946	-9.138265	15.660682
433	48.367101	-28.269106	27.400364	-28.097227	19.619239	7.735979	-9.114253	15.556334
434	17.186820	3.412368	14.812702	8.020373	14.224303	-12.185322	6.785525	-2.793812
435	18.494164	4.780025	2.521500	17.686930	29.200056	5.457250	2.198167	-28.601219
436	16.926397	4.345024	7.558484	14.508377	14.361402	-6.837445	12.126149	-3.529264
437	20.466394	0.457181	19.688826	-5.569058	17.802329	0.704418	-16.900370	-5.550154
438	21.838502	21.685694	-1.540069	2.068588	12.509196	-4.579594	-11.639514	0.170363
439	22.891340	9.448771	-13.281621	-16.072733	6.524832	5.414738	-2.546539	-2.601765
440	30.704819	11.266599	26.894510	-9.619510	5.451721	-0.104183	1.565836	5.220974
441	25.452087	19.228636	14.329591	8.528255	17.414393	-15.291751	-8.235079	1.267644
442	37.186794	-30.596790	-7.139895	19.892611	22.982892	-4.959186	-7.311279	21.217093
443	24.014136	18.241076	-6.072224	14.389926	15.181784	5.939109	13.949644	-0.788020
444	22.167812	-3.945244	18.682741	11.260645	5.801350	-2.491879	-1.437690	-5.037782
445	28.113674	-9.273438	-21.396559	15.702524	11.378094	10.763232	-2.929866	2.242707
446	21.106838	10.326137	18.307903	1.920991	27.574337	-5.600443	21.669508	-16.106256
447	19.689353	-11.747200	-6.562595	-14.373804	17.905183	14.659462	5.277577	-8.822865
448	25.185217	-25.072943	-0.082073	2.374013	8.386993	0.489152	7.100107	4.437438
449	14.432075	-9.909900	6.122484	8.520204	20.566935	9.364658	18.307005	-0.394400
450	19.906112	-1.094220	-19.861240	-0.766227	17.023932	-5.925160	3.407798	15.591461
451	25.319425	17.711502	3.519304	-17.747971	7.752036	2.930260	1.143972	-7.085123
452	11.637333	1.095571	8.799819	7.535943	2.604133	-0.969288	1.435179	1.944801
453	27.656246	-13.354726	-22.357725	9.308672	9.527529	-1.549102	9.209414	1.887003
454	23.950842	10.788620	-1.731816	-21.313126	24.146920	-11.025050	-19.080784	9.871458
455	26.300659	16.791395	15.473520	13.051585	21.256306	2.363931	-20.722292	4.102314
456	21.782880	-2.399044	-18.079535	-11.910872	10.067002	3.578230	9.235251	-1.803036
457	38.731110	-20.551033	16.536917	28.359907	5.290222	-1.187027	1.853133	4.810750
458	43.518225	34.945202	-14.757234	21.328217	30.374401	20.743296	-4.143986	21.797874
459	16.914999	3.070812	-1.275811	16.584921	9.586552	-6.349839	7.099450	1.085976
460	25.739555	18.242968	-15.457556	9.528002	24.908578	5.418642	24.284145	-1.164405
461	34.644071	-25.180462	-22.670254	7.226036	7.939099	6.028999	-5.069674	-0.989378
462	10.908803	8.770156	2.592635	5.946814	9.344918	-2.976727	5.756159	-6.732995
463	15.960633	1.390402	-13.881824	7.752647	23.315798	10.122878	-13.443858	-16.137424
464	16.261219	-6.062879	-14.239193	-4.991405	20.495122	0.485764	-18.235310	9.342781
465	10.899324	10.603951	0.487281	2.472660	23.974671	9.571253	7.070292	-20.813143
466	25.771434	-0.219419	21.386656	14.378096	21.041279	-3.476493	19.926580	-5.794895
467	20.128335	9.004845	2.383672	17.843227	11.421665	7.636023	8.025182	2.782455
468	21.134372	9.960461	-12.835555	-13.516635	15.090321	-2.024922	-9.063303	-11.894285
469	16.379247	4.356170	-2.727847	15.551925	10.412049	-7.527537	-0.502404	7.175969
470	11.473229	-11.303546	-1.654490	-1.061834	27.842869	2.450540	25.708902	10.405411
471	21.525269	11.548576	3.567217	17.811304	24.668089	-17.921236	2.696517	16.735373
472	17.774485	-17.190466	1.049925	-4.395209	14.342262	12.714513	-3.016757	-5.911075
473	20.855672	4.400253	-0.140743	-20.385706	17.561222	-17.186804	3.240850	-1.583409
474	23.624582	-4.659357	9.434180	21.152010	6.208224	2.594268	-2.249315	5.172272
475	14.302813	-5.911189	9.803467	8.574400	24.148486	-5.368483	-17.653837	15.577895
476	24.567350	-24.082664	2.441509	-4.197496	14.659899	-10.882905	1.105224	9.759790
477	7.091794	3.981949	0.003275	5.868357	14.742586	-0.919410	4.167932	14.111232
478	20.742249	-17.820372	-8.658969	6.139828	10.167611	2.880993	-2.930091	-9.300256
479	10.239379	2.730319	9.396290	-3.016617	17.992403	17.233297	-0.652163	-5.129786
480	8.771146	-6.477582	-1.972729	5.575148	6.443304	3.323803	-0.926456	5.441524
481	37.764736	-22.565407	9.207932	28.847733	14.442250	-4.766869	-13.632873	-0.017974
482	47.734697	-23.442453	-24.538914	-33.569248	15.257368	-9.143654	-12.181973	0.883409
483	16.055931	-3.184354	5.627341	14.696457	17.111586	5.659088	-15.858223	3.049240
484	9.496051	-0.013638	7.196330	-6.195776	14.943861	-12.450732	4.141177	7.151847
485	13.893735	-1.617915	10.068884	-9.435879	17.590016	8.799850	-9.998362	11.489303
486	29.921131	22.834494	10.808386	-16.032429	17.211004	2.990213	10.744146	-13.108799
487	11.223099	5.631655	8.229886	-5.148921	13.201919	-3.649539	3.726034	-12.127993
488	28.390336	-1.889854	-0.363603	28.325031	18.203327	-12.241343	10.058742	8.962831
489	16.805430	0.611285	-16.631056	-2.335977	16.170638	-15.790199	3.140517	-1.515347
490	13.053990	0.714241	-11.935674	-5.237959	17.296866	-10.416260	-6.073717	-12.401334
491	21.540187	-4.024282	13.688919	-16.136862	12.804731	-4.462005	5.171007	-10.831082
492	28.344721	25.854549	11.597462	-0.681448	14.556988	2.476339	5.765483	-13.135176
493	13.377171	-2.506334	-6.133574	11.620940	19.375574	-15.113196	11.561202	3.652773
494	5.849840	1.771178	5.565942	-0.322257	12.707207	-10.434678	-5.237644	5.015745
495	20.333837	2.646439	-7.787563	18.596106	5.757693	-1.240954	2.278653	-5.139923
496	23.475095	17.502645	15.584450	1.364701	21.089493	-2.283180	0.584970	-20.957376
497	24.328629	-1.755094	2.114567	-24.172928	26.908652	14.085187	22.925430	0.328176
498	23.036217	2.938940	-22.260303	-5.148671	14.729791	10.715467	3.079396	-9.626153
499	46.566449	2.876673	-36.061771	29.320770	9.544723	6.338476	-1.706921	-6.929061
500	6.499429	-4.376592	4.342083	2.057750	22.875030	9.957484	-16.939184	-11.712368
501	25.367854	-13.764759	5.094246	20.690773	8.154031	1.876229	-2.303022	7.593687
502	19.432604	3.685429	6.543163	17.922911	15.031142	-6.030946	-11.754008	-7.169812
503	11.598672	-1.018630	6.730104	9.391340	25.030024	-2.610778	-10.563059	22.541245
504	22.251238	-13.034434	-15.433731	9.328507	6.358109	3.755583	5.129261	0.108744
505	7.550028	-7.246176	-0.892747	1.923242	12.877516	9.785204	4.543550	-7.031100
506	20.737866	11.150626	17.484499	0.122083	9.375935	-6.374593	6.467459	2.333389
507	14.900145	-5.732064	-8.235461	11.015214	20.380977	-6.982096	19.090296	1.481611
508	17.475990	11.015645	-13.547872	0.721782	6.827316	-6.636414	-0.852676	1.357647
509	21.013534	-10.792017	-15.314618	9.516484	9.955595	7.968550	-5.730642	1.666083
510	10.941143	2.374395	-1.434825	10.583578	15.047884	-9.329986	-6.849046	-9.616692
511	12.423358	-8.991372	8.571515	-0.155493	17.861636	7.571829	-5.795928	-15.103399
512	5.831927	5.785954	0.242367	0.689472	12.775087	10.021778	-7.504229	2.540346
513	32.966615	-27.626282	-10.564898	14.559162	15.852480	14.326354	6.374962	2.327351
514	7.948465	-3.670845	-2.466502	6.604495	29.967596	20.071806	-22.229370	1.017127
515	22.288038	-13.423351	11.901965	13.225487	24.106558	-9.302811	-19.868570	-9.991185
516	20.483128	-16.979839	-11.453924	-0.226271	14.665633	-13.064008	4.559466	4.860427
517	7.720658	-5.632845	4.812545	2.172331	12.227689	1.812705	4.708010	11.138453
518	14.850920	-1.679430	13.692082	5.500566	11.327641	-8.254354	-0.341544	-7.750125
519	18.308326	7.736453	-16.535965	-1.379835	21.428755	-15.724820	-6.238739	13.152935
520	25.586423	2.198085	-2.539033	25.365070	12.131387	-2.812146	-11.424107	2.958407
521	17.055398	-10.690184	12.861448	3.345105	10.726838	2.691120	6.515762	-8.085033
522	19.486956	-17.735088	4.515656	6.694545	15.525369	15.233066	1.767707	2.421985
523	28.159807	3.192135	27.844334	-2.734606	18.853374	10.619100	9.882195	12.042702
524	17.998069	7.833937	13.407074	-9.100016	22.585711	4.360094	22.150719	-0.670503
525	33.648823	-3.999496	-31.826202	-10.165637	20.161016	18.053297	5.849382	-6.806596
526	24.727727	-2.131568	1.488833	-24.590654	18.909184	-3.380484	1.434401	-18.549179
527	18.275010	13.864014	8.325804	-8.511529	7.099069	6.891458	-0.000163	-1.704288
528	15.563178	-3.757440	-14.764992	3.176344	21.392710	-14.896266	14.738924	-4.302722
529	6.930719	0.876090	1.431646	-6.724412	25.830871	11.377863	-20.354509	-11.111800
530	26.521344	14.489772	-18.324392	12.555670	8.294964	3.976987	0.016134	7.279405
531	6.479840	-3.355631	1.740984	5.262798	14.605943	-4.222506	-13.191058	4.636809
532	17.401383	12.077277	4.212108	11.798544	13.436529	-12.348472	3.864104	-3.622744
533	23.205811	15.378036	10.089942	-14.149867	10.423890	-4.896955	-3.278936	-8.598017
534	9.023184	1.128889	1.429087	8.837486	16.782567	15.445294	-1.241337	6.446435
535	29.301569	-16.648537	23.890989	3.260187	14.438308	12.176315	-5.107940	-5.840464
536	15.735683	11.965111	-9.897717	2.546178	18.890097	-2.756924	-18.611912	1.682817
537	25.131119	15.628433	-18.991304	-5.162905	18.059110	15.655457	8.907374	-1.302614
538	11.224265	-10.324246	-3.812974	2.203472	13.177617	-11.470337	-0.135403	6.485571
539	12.859350	3.230373	12.343256	-1.603620	14.033575	-8.363023	-2.404783	-11.009910
540	23.116223	-6.820930	-16.649187	-14.513416	7.441463	5.787785	2.644419	3.857974
541	10.569134	-2.651153	-8.202620	-6.115146	11.288704	7.417007	-7.543225	-3.939871
542	26.417456	-14.168568	17.997499	-13.161448	18.154741	11.615795	-12.778446	5.601718
543	17.004964	1.737744	16.914000	-0.256273	18.871753	-17.779791	-6.256176	-0.939335
544	30.988196	12.506023	-5.190238	27.873447	4.954765	-1.990320	3.570221	2.800330
545	11.132644	2.226790	-10.752330	1.834277	17.176723	4.138012	8.675951	14.235327
546	6.771698	5.208802	4.100084	-1.383323	20.706880	10.254436	-9.457134	-15.303072
547	21.815450	-11.821183	4.606186	-17.747015	7.713952	-1.544114	-3.580444	-6.655914
548	14.632273	9.204769	-9.128798	-6.785330	8.252998	3.792477	6.725072	-2.915906
549	13.368709	5.063756	12.242230	1.791245	17.484316	-1.882699	2.700484	-17.171608
550	14.746676	-0.681904	-14.724449	-0.435946	31.441278	-2.699370	-22.268709	22.031158
551	31.702710	-2.930265	-11.583693	29.364834	25.831330	1.573101	7.318412	-24.722940
552	20.392586	-13.266356	-12.121052	9.640616	24.072214	-10.294335	21.686655	-1.785251
553	29.381166	10.804043	2.949156	27.162991	8.318953	-2.019166	-5.393875	6.002838
554	20.260560	-0.626195	-19.716003	4.623567	8.050522	-0.845268	1.991015	-7.754501
555	18.063417	0.938648	14.951984	10.091785	13.927443	5.120412	-1.483262	-12.866817
556	17.510088	-12.690467	-9.354557	-7.618891	7.635309	-4.520937	-4.069808	-4.614729
557	19.714006	-15.562890	11.786959	2.739722	6.760137	-6.239305	0.349990	-2.578379
558	31.718938	-20.161919	12.138213	21.266214	20.105898	18.383595	5.752789	5.761598
559	16.916808	10.928778	-9.140676	-9.120760	14.813879	8.934522	-5.526974	-10.444036
560	40.056270	8.485087	14.211668	-36.476521	21.743640	13.925337	-5.217204	-15.863532
561	16.838510	13.599905	-2.787497	9.529316	27.670484	18.585699	-20.369576	2.303886
562	37.729238	-24.650883	-25.893101	12.057226	18.713697	-3.936161	-6.155001	17.228611
563	31.478100	14.343296	-26.892035	7.871410	22.739948	-14.839739	1.338500	-17.178352
564	10.511151	9.551991	-2.893735	-3.296976	17.177670	6.476994	-14.251595	7.071983
565	28.112470	-4.891396	25.376875	-11.063428	14.500726	11.745006	-8.211535	-2.212826
566	13.431362	-11.250504	5.846632	4.432215	17.154016	-12.879312	-9.679523	-5.889860
567	19.624423	6.203786	-6.618433	17.401936	13.391913	7.413496	4.298404	-10.291120
568	28.363749	-16.650295	22.935480	-1.110717	18.744233	-10.568996	1.066389	-15.443620
569	33.619954	12.027619	0.637253	31.388399	11.722857	4.018176	-2.348043	10.759477
570	37.314329	-28.440573	23.791073	4.180645	8.860803	-3.238431	-6.725203	4.774729
571	23.253649	-21.277382	6.492644	-6.771319	15.879400	-10.232288	-6.215174	-10.432029
572	15.161878	3.573134	-2.277187	14.557805	9.484932	-6.151672	2.645846	-6.717170
573	8.587491	-8.348079	2.009321	-0.131162	25.467716	1.662449	23.759989	9.016860
574	13.449886	10.399043	5.774125	6.278441	11.441692	9.283766	2.036264	6.370058
575	29.195234	12.727960	8.831433	24.746040	21.736731	-4.503460	-14.684604	-15.380727
576	17.313244	12.951546	9.516520	6.437525	9.132401	-6.206801	4.159570	5.251127
577	12.140732	4.571275	-11.246222	0.152671	5.825706	3.714455	4.480038	-0.266346
578	21.533335	17.522230	-4.681603	11.607694	12.904590	8.463903	-6.236929	7.482748
579	8.834254	-2.271835	7.030675	4.842768	15.866583	5.781270	5.929785	-13.533773
580	17.478818	3.242343	17.111179	1.484531	2.424854	0.063945	-2.418171	-0.168159
581	18.595633	16.563335	-4.380090	-7.229683	16.376000	14.476810	1.275069	7.547816
582	17.010767	-10.692062	-8.657903	-10.004334	14.903816	2.784982	3.716746	-14.161688
583	29.452717	-5.056082	-11.881557	26.471252	17.134657	-4.833708	7.560410	-14.596984
584	17.656206	7.175927	11.937248	-10.851258	13.525021	-13.410629	0.810849	1.556839
585	20.968048	7.128495	19.065008	5.036770	24.498863	14.781374	-8.396642	17.640909
586	13.758508	-7.043107	-10.899353	4.571137	20.910480	0.272701	20.301374	-5.002800
587	27.533103	22.036963	6.876887	-15.005081	20.166102	7.149675	-16.538425	9.057280
588	26.881983	-14.742270	-5.339899	-21.835567	21.234791	-13.893046	8.773212	13.451035
589	10.681846	-4.982297	9.432551	-0.552736	17.136752	-14.556032	6.959055	-5.775964
590	23.528276	-9.673557	-16.466730	13.742229	15.566803	-4.674822	-7.181246	-12.996196
591	22.147217	-22.030668	-0.960830	-2.055644	14.156038	-0.224313	7.432583	12.045738
592	12.080007	-3.334254	-11.186136	3.111217	9.726200	7.771676	4.644791	3.553299
593	17.058360	11.252301	-12.664536	1.995718	14.877977	14.345657	-1.992347	3.403950
594	27.224700	-13.181405	-9.048939	22.035234	13.217774	11.427501	-3.851902	-5.411528
595	19.881375	18.261345	-7.527309	-2.265382	3.918007	-0.499603	-2.010332	3.325620
596	23.453656	-14.309456	1.867532	-18.488531	7.257502	0.357514	1.988574	6.970588
597	20.045737	-12.298778	15.810661	0.771134	11.022480	-1.518901	-1.098436	-10.861926
598	22.573847	9.861362	10.410503	17.434263	13.611354	2.052410	6.042419	12.022717
599	16.992971	8.611151	-14.069309	4.082119	10.335191	5.607721	2.670213	8.260726
600	15.523745	-7.037432	4.464983	13.096761	12.086221	11.073913	4.399301	2.022710
601	18.206084	-5.841464	-16.490017	-5.041641	17.805818	-14.885307	-8.414358	4.967227
602	26.656437	20.859598	-1.845919	-16.493496	28.705834	16.324389	-23.177280	-4.511422
603	11.424130	10.356381	4.152314	2.452428	16.389717	-5.407207	-0.051399	-15.471984
604	18.388542	-11.237014	10.594952	9.980731	13.366667	-8.067427	10.393239	-2.359024
605	27.838880	-2.132919	2.020802	27.683393	14.765382	7.889635	-7.107141	10.259567
606	30.544118	5.431900	29.720715	4.485166	27.408853	-9.460629	-25.014725	6.000438
607	30.740985	-20.657143	13.737102	18.154411	5.974724	-1.846837	-5.369953	1.857450
608	24.342579	8.635590	17.048714	-15.077436	23.283643	16.839226	15.689245	3.523649
609	15.849825	-10.216576	4.360027	11.306136	8.276679	0.533625	7.187340	4.069496
610	23.487348	11.470821	13.918830	-15.044664	9.672083	2.481863	-5.387027	7.639993
611	10.907507	4.827791	9.186968	-3.356450	10.261325	-2.687462	-9.783583	-1.534229
612	19.736068	-9.601634	-17.072111	-2.421573	5.182969	-3.754645	-1.837348	3.064304
613	17.803107	2.219929	-1.680286	17.584061	2.636513	1.831689	1.717656	-0.803601
614	26.577875	24.262526	8.564549	6.660466	24.224150	-22.357256	-1.774591	-9.154964
615	24.183546	1.656310	11.474092	21.223707	7.621091	-4.023136	-5.569018	3.298702
616	32.423689	-30.258940	4.815142	10.606913	23.285514	20.734592	-5.200174	-9.233094
617	26.736543	3.353565	-25.722157	-6.478192	10.554602	-3.890655	5.403988	8.188977
618	8.808741	0.151915	7.694930	4.284729	23.376393	-14.149210	-13.881646	12.391751
