No	Na_eng	Na_rad	Cl_eng	Cl_rad
1706	0.008586	0.577150	0.020442	0.799331
1707	0.008569	0.577150	0.022238	0.799361
1708	0.020778	0.577299	0.012638	0.799199
1709	0.013101	0.577205	0.017053	0.799273
1710	0.028722	0.577396	0.010447	0.799162
1711	0.020043	0.577290	0.014121	0.799224
1712	0.014942	0.577227	0.027234	0.799446
1713	0.015132	0.577230	0.018209	0.799293
1714	0.010268	0.577170	0.014204	0.799225
1715	0.035356	0.577477	0.008969	0.799137
1716	0.010862	0.577178	0.014277	0.799227
1717	0.024487	0.577344	0.007935	0.799119
1718	0.021750	0.577310	0.027770	0.799455
1719	0.019673	0.577285	0.009934	0.799153
1720	0.014398	0.577221	0.010647	0.799165
1721	0.022660	0.577322	0.013787	0.799218
1722	0.014288	0.577219	0.012524	0.799197
1723	0.021584	0.577308	0.024352	0.799397
1724	0.007015	0.577131	0.021715	0.799352
1725	0.010322	0.577171	0.015243	0.799243
1726	0.010325	0.577171	0.022557	0.799367
1727	0.019419	0.577282	0.026576	0.799434
1728	0.011189	0.577182	0.013602	0.799215
1729	0.014669	0.577224	0.012395	0.799195
1730	0.016584	0.577247	0.021603	0.799350
1731	0.022391	0.577318	0.015188	0.799242
1732	0.022383	0.577318	0.010901	0.799170
1733	0.020501	0.577295	0.012995	0.799205
1734	0.020887	0.577300	0.020947	0.799339
1735	0.020791	0.577299	0.022413	0.799364
1736	0.015460	0.577234	0.021480	0.799348
1737	0.013245	0.577207	0.018258	0.799294
1738	0.021812	0.577311	0.023544	0.799383
1739	0.020547	0.577296	0.012132	0.799190
1740	0.020100	0.577290	0.014004	0.799222
1741	0.019731	0.577286	0.021169	0.799343
1742	0.014727	0.577225	0.020260	0.799328
1743	0.014372	0.577220	0.019036	0.799307
1744	0.023239	0.577329	0.010126	0.799156
1745	0.018625	0.577272	0.024332	0.799397
1746	0.031027	0.577424	0.011943	0.799187
1747	0.013461	0.577209	0.011896	0.799186
1748	0.010931	0.577178	0.007066	0.799105
1749	0.022307	0.577317	0.025100	0.799410
1750	0.022727	0.577322	0.021477	0.799348
1751	0.016733	0.577249	0.025069	0.799409
1752	0.016293	0.577244	0.016393	0.799262
1753	0.019628	0.577285	0.008860	0.799135
1754	0.024382	0.577343	0.018227	0.799293
1755	0.021006	0.577301	0.005545	0.799079
1756	0.010448	0.577172	0.011349	0.799177
1757	0.009907	0.577166	0.025214	0.799411
1758	0.010585	0.577174	0.022732	0.799370
1759	0.011101	0.577180	0.023242	0.799378
1760	0.023363	0.577330	0.015883	0.799254
1761	0.023331	0.577330	0.017366	0.799279
1762	0.012250	0.577194	0.019279	0.799311
1763	0.015650	0.577236	0.010955	0.799170
1764	0.007311	0.577134	0.012714	0.799200
1765	0.007359	0.577135	0.015114	0.799241
1766	0.016518	0.577247	0.033040	0.799544
1767	0.016658	0.577248	0.010374	0.799161
1768	0.022831	0.577324	0.015635	0.799250
1769	0.012495	0.577197	0.010616	0.799165
1770	0.015783	0.577238	0.021686	0.799352
1771	0.010875	0.577178	0.014870	0.799237
1772	0.017233	0.577255	0.012813	0.799202
1773	0.017077	0.577253	0.009831	0.799151
1774	0.013244	0.577207	0.011047	0.799172
1775	0.016632	0.577248	0.007525	0.799112
1776	0.018994	0.577277	0.014636	0.799233
1777	0.019173	0.577279	0.017238	0.799277
1778	0.023870	0.577336	0.009175	0.799140
1779	0.009632	0.577163	0.013170	0.799208
1780	0.005375	0.577111	0.017819	0.799286
1781	0.012731	0.577200	0.015417	0.799246
1782	0.010352	0.577171	0.010196	0.799158
1783	0.018529	0.577271	0.010613	0.799165
1784	0.019163	0.577279	0.009229	0.799141
1785	0.009174	0.577157	0.006504	0.799095
1786	0.017675	0.577261	0.019876	0.799321
1787	0.012139	0.577193	0.010030	0.799155
1788	0.012635	0.577199	0.014293	0.799227
1789	0.008945	0.577154	0.008784	0.799134
1790	0.012533	0.577198	0.020806	0.799337
1791	0.014812	0.577226	0.017884	0.799288
1792	0.011170	0.577181	0.013270	0.799210
1793	0.019033	0.577277	0.006414	0.799094
1794	0.018383	0.577269	0.018974	0.799306
1795	0.029224	0.577402	0.012821	0.799202
1796	0.008883	0.577153	0.029219	0.799479
1797	0.013885	0.577214	0.016765	0.799269
1798	0.017055	0.577253	0.016955	0.799272
1799	0.014711	0.577224	0.019932	0.799322
1800	0.019655	0.577285	0.021205	0.799344
1801	0.028362	0.577391	0.020012	0.799323
1802	0.028460	0.577392	0.026396	0.799431
1803	0.017949	0.577264	0.013553	0.799214
1804	0.018852	0.577275	0.014436	0.799229
1805	0.015901	0.577239	0.007156	0.799106
1806	0.021542	0.577308	0.009791	0.799151
1807	0.021102	0.577303	0.028767	0.799472
1808	0.021562	0.577308	0.015992	0.799256
1809	0.013077	0.577205	0.017007	0.799273
1810	0.021589	0.577308	0.017302	0.799278
1811	0.020148	0.577291	0.015898	0.799254
1812	0.011763	0.577189	0.018566	0.799299
1813	0.010479	0.577173	0.014810	0.799236
1814	0.019440	0.577282	0.012570	0.799198
1815	0.011004	0.577179	0.021493	0.799349
1816	0.021643	0.577309	0.026257	0.799429
1817	0.017328	0.577256	0.023354	0.799380
1818	0.012571	0.577198	0.013760	0.799218
1819	0.019971	0.577289	0.021158	0.799343
1820	0.011571	0.577186	0.015492	0.799247
1821	0.013339	0.577208	0.017007	0.799273
1822	0.018242	0.577268	0.008857	0.799135
1823	0.008342	0.577147	0.022914	0.799373
1824	0.010128	0.577169	0.014842	0.799236
1825	0.017322	0.577256	0.029522	0.799484
1826	0.015671	0.577236	0.024772	0.799404
1827	0.023500	0.577332	0.025255	0.799412
1828	0.011120	0.577181	0.007901	0.799119
1829	0.012002	0.577191	0.011604	0.799181
1830	0.023402	0.577331	0.018793	0.799303
1831	0.013611	0.577211	0.016061	0.799257
1832	0.010906	0.577178	0.015420	0.799246
1833	0.020607	0.577296	0.018643	0.799300
1834	0.016290	0.577244	0.008060	0.799122
1835	0.021851	0.577312	0.008527	0.799129
1836	0.022123	0.577315	0.020140	0.799326
1837	0.022401	0.577318	0.023092	0.799376
1838	0.009400	0.577160	0.017943	0.799289
1839	0.015068	0.577229	0.018424	0.799297
1840	0.010447	0.577172	0.013001	0.799205
1841	0.022189	0.577316	0.011919	0.799187
1842	0.015675	0.577236	0.023775	0.799387
1843	0.024870	0.577349	0.011109	0.799173
1844	0.015238	0.577231	0.015305	0.799244
1845	0.009195	0.577157	0.028828	0.799473
1846	0.010124	0.577169	0.021901	0.799355
1847	0.020119	0.577291	0.020800	0.799337
1848	0.015381	0.577233	0.020858	0.799338
1849	0.026289	0.577366	0.025593	0.799418
1850	0.019398	0.577282	0.010027	0.799155
1851	0.018506	0.577271	0.019522	0.799315
1852	0.005590	0.577113	0.022475	0.799365
1853	0.008362	0.577147	0.007208	0.799107
1854	0.011499	0.577185	0.013794	0.799218
1855	0.011830	0.577189	0.014627	0.799233
1856	0.023203	0.577328	0.011942	0.799187
1857	0.020297	0.577293	0.020107	0.799325
1858	0.014476	0.577222	0.013335	0.799211
1859	0.013917	0.577215	0.025283	0.799413
1860	0.013201	0.577206	0.012466	0.799196
1861	0.019493	0.577283	0.022391	0.799364
1862	0.020270	0.577292	0.004222	0.799057
1863	0.015220	0.577231	0.020553	0.799333
1864	0.014190	0.577218	0.012098	0.799190
1865	0.022253	0.577317	0.012067	0.799189
1866	0.009184	0.577157	0.011755	0.799184
1867	0.007968	0.577142	0.024006	0.799391
1868	0.020697	0.577298	0.020928	0.799339
1869	0.022170	0.577316	0.012653	0.799199
1870	0.015070	0.577229	0.015127	0.799241
1871	0.041110	0.577547	0.014408	0.799229
1872	0.013981	0.577216	0.014416	0.799229
1873	0.034361	0.577464	0.015493	0.799247
1874	0.033845	0.577458	0.019887	0.799321
1875	0.015082	0.577229	0.009171	0.799140
1876	0.015566	0.577235	0.018429	0.799297
1877	0.024744	0.577347	0.021062	0.799341
1878	0.022623	0.577321	0.029397	0.799482
1879	0.017129	0.577254	0.041141	0.799681
1880	0.013567	0.577211	0.015361	0.799245
1881	0.018996	0.577277	0.019100	0.799308
1882	0.018960	0.577276	0.011767	0.799184
1883	0.015601	0.577235	0.025092	0.799409
1884	0.017336	0.577257	0.026529	0.799434
1885	0.016962	0.577252	0.016385	0.799262
1886	0.015898	0.577239	0.015629	0.799249
1887	0.029490	0.577405	0.005523	0.799079
1888	0.009135	0.577156	0.017362	0.799279
1889	0.021753	0.577310	0.010186	0.799157
1890	0.009043	0.577155	0.015447	0.799246
1891	0.012951	0.577203	0.018276	0.799294
1892	0.010873	0.577178	0.018302	0.799295
1893	0.010421	0.577172	0.033342	0.799549
1894	0.020035	0.577290	0.018506	0.799298
1895	0.011113	0.577181	0.018295	0.799295
1896	0.009726	0.577164	0.023192	0.799377
1897	0.010778	0.577177	0.008485	0.799129
1898	0.020275	0.577292	0.012805	0.799202
1899	0.015003	0.577228	0.024530	0.799400
1900	0.009852	0.577165	0.010661	0.799165
1901	0.015971	0.577240	0.012831	0.799202
1902	0.014819	0.577226	0.020663	0.799335
1903	0.010560	0.577174	0.020126	0.799325
1904	0.027798	0.577384	0.010213	0.799158
1905	0.022765	0.577323	0.009393	0.799144
1906	0.019123	0.577278	0.018042	0.799290
1907	0.021614	0.577309	0.027176	0.799445
1908	0.012922	0.577203	0.005971	0.799086
1909	0.007794	0.577140	0.012665	0.799199
1910	0.016286	0.577244	0.010041	0.799155
1911	0.013073	0.577205	0.023365	0.799380
1912	0.009415	0.577160	0.020726	0.799336
1913	0.023382	0.577330	0.011608	0.799182
1914	0.033948	0.577459	0.016768	0.799269
1915	0.021132	0.577303	0.024035	0.799392
1916	0.023250	0.577329	0.019987	0.799323
1917	0.014106	0.577217	0.018659	0.799301
1918	0.013973	0.577215	0.015041	0.799240
1919	0.019764	0.577286	0.020514	0.799332
1920	0.019877	0.577288	0.030917	0.799508
1921	0.008472	0.577148	0.008671	0.799132
1922	0.017809	0.577262	0.012315	0.799193
1923	0.024872	0.577349	0.021792	0.799354
1924	0.005309	0.577110	0.016837	0.799270
1925	0.019591	0.577284	0.006803	0.799100
1926	0.019199	0.577279	0.020048	0.799324
1927	0.005423	0.577111	0.016624	0.799266
1928	0.027200	0.577377	0.022937	0.799373
1929	0.013408	0.577209	0.009114	0.799139
1930	0.003908	0.577093	0.017297	0.799278
1931	0.015858	0.577239	0.008178	0.799124
1932	0.019018	0.577277	0.010491	0.799163
1933	0.013902	0.577215	0.013996	0.799222
1934	0.014867	0.577226	0.011410	0.799178
1935	0.024485	0.577344	0.016246	0.799260
1936	0.017578	0.577259	0.016755	0.799268
1937	0.011152	0.577181	0.010296	0.799159
1938	0.013779	0.577213	0.010431	0.799162
1939	0.012927	0.577203	0.028303	0.799464
1940	0.009065	0.577156	0.017530	0.799282
1941	0.013362	0.577208	0.025332	0.799413
1942	0.017574	0.577259	0.023973	0.799390
1943	0.016145	0.577242	0.018064	0.799291
1944	0.015659	0.577236	0.012297	0.799193
1945	0.026468	0.577368	0.008990	0.799137
1946	0.016678	0.577249	0.010856	0.799169
1947	0.018203	0.577267	0.007814	0.799117
1948	0.006903	0.577129	0.014434	0.799229
1949	0.010707	0.577176	0.017184	0.799276
1950	0.010271	0.577170	0.013342	0.799211
1951	0.007968	0.577142	0.015179	0.799242
1952	0.007395	0.577135	0.010500	0.799163
1953	0.021710	0.577310	0.018801	0.799303
1954	0.018829	0.577275	0.019488	0.799315
1955	0.016879	0.577251	0.014158	0.799225
1956	0.013765	0.577213	0.013447	0.799213
1957	0.013648	0.577212	0.021900	0.799355
1958	0.014998	0.577228	0.022793	0.799371
1959	0.022284	0.577317	0.022048	0.799358
1960	0.022504	0.577320	0.019178	0.799309
1961	0.022605	0.577321	0.015203	0.799242
1962	0.022493	0.577320	0.014847	0.799236
1963	0.013000	0.577204	0.005764	0.799083
1964	0.021405	0.577306	0.023995	0.799391
1965	0.023258	0.577329	0.016124	0.799258
1966	0.008891	0.577154	0.004264	0.799057
1967	0.023040	0.577326	0.022619	0.799368
1968	0.026689	0.577371	0.027370	0.799448
1969	0.027548	0.577381	0.021710	0.799352
1970	0.016115	0.577242	0.009145	0.799140
1971	0.008993	0.577155	0.019439	0.799314
1972	0.012849	0.577202	0.018925	0.799305
1973	0.016223	0.577243	0.010613	0.799165
1974	0.029590	0.577406	0.028766	0.799471
1975	0.021740	0.577310	0.015547	0.799248
1976	0.021376	0.577306	0.013268	0.799210
1977	0.018953	0.577276	0.015952	0.799255
1978	0.011914	0.577190	0.017098	0.799274
1979	0.013101	0.577205	0.024388	0.799397
1980	0.025382	0.577355	0.018632	0.799300
1981	0.029493	0.577405	0.018540	0.799299
1982	0.009783	0.577164	0.018849	0.799304
1983	0.013295	0.577207	0.018777	0.799303
1984	0.020254	0.577292	0.032622	0.799537
1985	0.011074	0.577180	0.009325	0.799143
1986	0.011550	0.577186	0.008240	0.799125
1987	0.017968	0.577264	0.013392	0.799212
1988	0.020960	0.577301	0.016525	0.799265
1989	0.014616	0.577223	0.017952	0.799289
1990	0.012506	0.577198	0.012909	0.799204
1991	0.012131	0.577193	0.015574	0.799249
1992	0.009604	0.577162	0.014349	0.799228
1993	0.019142	0.577279	0.012370	0.799194
1994	0.014737	0.577225	0.019109	0.799308
1995	0.021642	0.577309	0.016658	0.799267
1996	0.015374	0.577233	0.011912	0.799187
1997	0.012912	0.577203	0.019147	0.799309
1998	0.021971	0.577313	0.017631	0.799283
1999	0.019108	0.577278	0.015450	0.799246
2000	0.015375	0.577233	0.014568	0.799232
2001	0.010510	0.577173	0.006708	0.799099
2002	0.021455	0.577307	0.023082	0.799375
2003	0.005835	0.577116	0.022682	0.799369
2004	0.024197	0.577340	0.022496	0.799366
2005	0.014907	0.577227	0.016225	0.799260
2006	0.030806	0.577421	0.023608	0.799384
2007	0.011894	0.577190	0.012723	0.799200
2008	0.013309	0.577207	0.016177	0.799259
2009	0.013439	0.577209	0.008247	0.799125
2010	0.015782	0.577238	0.021912	0.799356
2011	0.013861	0.577214	0.024525	0.799400
2012	0.010499	0.577173	0.011585	0.799181
2013	0.013061	0.577204	0.021568	0.799350
2014	0.021850	0.577312	0.020059	0.799324
2015	0.024300	0.577342	0.016014	0.799256
2016	0.009694	0.577163	0.018002	0.799290
2017	0.021160	0.577303	0.021988	0.799357
2018	0.021908	0.577312	0.010199	0.799158
2019	0.018483	0.577271	0.020233	0.799327
2020	0.013760	0.577213	0.014775	0.799235
2021	0.018746	0.577274	0.023362	0.799380
2022	0.009046	0.577155	0.012983	0.799205
2023	0.012977	0.577203	0.019892	0.799322
2024	0.015201	0.577231	0.016921	0.799271
2025	0.009183	0.577157	0.009051	0.799138
2026	0.015633	0.577236	0.015399	0.799246
2027	0.030644	0.577419	0.019238	0.799310
2028	0.030705	0.577420	0.016333	0.799261
2029	0.019256	0.577280	0.022811	0.799371
2030	0.018103	0.577266	0.008552	0.799130
2031	0.015015	0.577228	0.024647	0.799402
2032	0.017115	0.577254	0.014339	0.799228
2033	0.021842	0.577312	0.011898	0.799186
2034	0.007710	0.577139	0.024900	0.799406
2035	0.013275	0.577207	0.025131	0.799410
2036	0.020975	0.577301	0.023719	0.799386
2037	0.020479	0.577295	0.016632	0.799266
2038	0.016590	0.577247	0.012720	0.799200
2039	0.012495	0.577197	0.015448	0.799246
2040	0.012276	0.577195	0.012453	0.799196
2041	0.015056	0.577229	0.021168	0.799343
2042	0.014897	0.577227	0.006719	0.799099
2043	0.023513	0.577332	0.014246	0.799226
2044	0.015104	0.577229	0.020476	0.799331
2045	0.013301	0.577207	0.023838	0.799388
2046	0.008342	0.577147	0.013097	0.799207
2047	0.021894	0.577312	0.008674	0.799132
2048	0.015311	0.577232	0.014569	0.799232
