No	Na_eng	Na_rad	Cl_eng	Cl_rad
1	0.007875	0.577141	0.022466	0.799365
2	0.021051	0.577302	0.009643	0.799148
3	0.021822	0.577311	0.019148	0.799309
4	0.019665	0.577285	0.006212	0.799090
5	0.024227	0.577341	0.017005	0.799273
6	0.012655	0.577199	0.014365	0.799228
7	0.021552	0.577308	0.011551	0.799181
8	0.020466	0.577295	0.023875	0.799389
9	0.005811	0.577116	0.015956	0.799255
10	0.011608	0.577187	0.023487	0.799382
11	0.012389	0.577196	0.015096	0.799240
12	0.013869	0.577214	0.011830	0.799185
13	0.031506	0.577430	0.020933	0.799339
14	0.018240	0.577268	0.009900	0.799153
15	0.021343	0.577305	0.019389	0.799313
16	0.016161	0.577242	0.016567	0.799265
17	0.015445	0.577233	0.028451	0.799466
18	0.017950	0.577264	0.012753	0.799201
19	0.012202	0.577194	0.005604	0.799080
20	0.019394	0.577282	0.028495	0.799467
21	0.013449	0.577209	0.013432	0.799212
22	0.013674	0.577212	0.022491	0.799365
23	0.012838	0.577202	0.026200	0.799428
24	0.022690	0.577322	0.017009	0.799273
25	0.022857	0.577324	0.024786	0.799404
26	0.013284	0.577207	0.023670	0.799385
27	0.013118	0.577205	0.005347	0.799076
28	0.016066	0.577241	0.005317	0.799075
29	0.023979	0.577338	0.023873	0.799389
30	0.014569	0.577223	0.015028	0.799239
31	0.020998	0.577301	0.018311	0.799295
32	0.023732	0.577335	0.018619	0.799300
33	0.015329	0.577232	0.013107	0.799207
34	0.013297	0.577207	0.020809	0.799337
35	0.014665	0.577224	0.023335	0.799380
36	0.018916	0.577276	0.022174	0.799360
37	0.005378	0.577111	0.010619	0.799165
38	0.022821	0.577323	0.015636	0.799250
39	0.010415	0.577172	0.020337	0.799329
40	0.015541	0.577235	0.015139	0.799241
41	0.015210	0.577231	0.010896	0.799169
42	0.010275	0.577170	0.011715	0.799183
43	0.011372	0.577184	0.010125	0.799156
44	0.025453	0.577356	0.024334	0.799397
45	0.017430	0.577258	0.011261	0.799176
46	0.010877	0.577178	0.019539	0.799316
47	0.013867	0.577214	0.024291	0.799396
48	0.016925	0.577252	0.017264	0.799277
49	0.013315	0.577207	0.012544	0.799197
50	0.019778	0.577286	0.014237	0.799226
51	0.012463	0.577197	0.026707	0.799437
52	0.012204	0.577194	0.014978	0.799238
53	0.023271	0.577329	0.023176	0.799377
54	0.011455	0.577185	0.020223	0.799327
55	0.026368	0.577367	0.026222	0.799429
56	0.024673	0.577346	0.013659	0.799216
57	0.015900	0.577239	0.013363	0.799211
58	0.013999	0.577216	0.015838	0.799253
59	0.022180	0.577316	0.023417	0.799381
60	0.023504	0.577332	0.019203	0.799310
61	0.019832	0.577287	0.011993	0.799188
62	0.019212	0.577279	0.010794	0.799168
63	0.028008	0.577387	0.018135	0.799292
64	0.013707	0.577212	0.014744	0.799235
65	0.012249	0.577194	0.023388	0.799381
66	0.013430	0.577209	0.015177	0.799242
67	0.015431	0.577233	0.006322	0.799092
68	0.012202	0.577194	0.023099	0.799376
69	0.009912	0.577166	0.013268	0.799210
70	0.034607	0.577467	0.008725	0.799133
71	0.018360	0.577269	0.023649	0.799385
72	0.021823	0.577311	0.023597	0.799384
73	0.014243	0.577219	0.023037	0.799375
74	0.027920	0.577386	0.015144	0.799241
75	0.011660	0.577187	0.020496	0.799332
76	0.012512	0.577198	0.013976	0.799222
77	0.018516	0.577271	0.012399	0.799195
78	0.020767	0.577298	0.007419	0.799111
79	0.015726	0.577237	0.014790	0.799235
80	0.013148	0.577205	0.013131	0.799207
81	0.019382	0.577282	0.018389	0.799296
82	0.020784	0.577299	0.018354	0.799295
83	0.008906	0.577154	0.019306	0.799312
84	0.018318	0.577269	0.009758	0.799150
85	0.021714	0.577310	0.023355	0.799380
86	0.023956	0.577337	0.020980	0.799340
87	0.014366	0.577220	0.019711	0.799318
88	0.012720	0.577200	0.008710	0.799133
89	0.015769	0.577237	0.015895	0.799254
90	0.012456	0.577197	0.010370	0.799161
91	0.007248	0.577133	0.024554	0.799400
92	0.009664	0.577163	0.019340	0.799312
93	0.015396	0.577233	0.016533	0.799265
94	0.025345	0.577354	0.015754	0.799252
95	0.012825	0.577201	0.012203	0.799192
96	0.015626	0.577236	0.015692	0.799251
97	0.015375	0.577233	0.008792	0.799134
98	0.013024	0.577204	0.015471	0.799247
99	0.019690	0.577285	0.014070	0.799223
100	0.016731	0.577249	0.015580	0.799249
101	0.026552	0.577369	0.009650	0.799148
102	0.018199	0.577267	0.027594	0.799452
103	0.018289	0.577268	0.015574	0.799249
104	0.012241	0.577194	0.011120	0.799173
105	0.011891	0.577190	0.017483	0.799281
106	0.013270	0.577207	0.016827	0.799270
107	0.022354	0.577318	0.015714	0.799251
108	0.020564	0.577296	0.018032	0.799290
109	0.026092	0.577363	0.017482	0.799281
110	0.025231	0.577353	0.018463	0.799297
111	0.015250	0.577231	0.006229	0.799091
112	0.014096	0.577217	0.010627	0.799165
113	0.011360	0.577184	0.013435	0.799212
114	0.036859	0.577495	0.033631	0.799554
115	0.012673	0.577200	0.017791	0.799286
116	0.010582	0.577174	0.025944	0.799424
117	0.021097	0.577302	0.012290	0.799193
118	0.013221	0.577206	0.014627	0.799233
119	0.014950	0.577227	0.019243	0.799311
120	0.020980	0.577301	0.009057	0.799138
121	0.010081	0.577168	0.022841	0.799371
122	0.017996	0.577265	0.015129	0.799241
123	0.013088	0.577205	0.010442	0.799162
124	0.034835	0.577470	0.018625	0.799300
125	0.014497	0.577222	0.017404	0.799279
126	0.015946	0.577240	0.015381	0.799245
127	0.017696	0.577261	0.015623	0.799249
128	0.022514	0.577320	0.016367	0.799262
129	0.017263	0.577256	0.021863	0.799355
130	0.018438	0.577270	0.011956	0.799187
131	0.014016	0.577216	0.018872	0.799304
132	0.018985	0.577277	0.012094	0.799190
133	0.018366	0.577269	0.019031	0.799307
134	0.016702	0.577249	0.018146	0.799292
135	0.018596	0.577272	0.018168	0.799292
136	0.012161	0.577193	0.018715	0.799302
137	0.021721	0.577310	0.020773	0.799336
138	0.015359	0.577232	0.016071	0.799257
139	0.012425	0.577197	0.019783	0.799320
140	0.010396	0.577172	0.016036	0.799256
141	0.010787	0.577177	0.015604	0.799249
142	0.022307	0.577317	0.031602	0.799519
143	0.016692	0.577249	0.005506	0.799078
144	0.016702	0.577249	0.023502	0.799383
145	0.011247	0.577182	0.008010	0.799121
146	0.011224	0.577182	0.024884	0.799406
147	0.011067	0.577180	0.008327	0.799126
148	0.017241	0.577255	0.010222	0.799158
149	0.010307	0.577171	0.017791	0.799286
150	0.008575	0.577150	0.023948	0.799390
151	0.017877	0.577263	0.024902	0.799406
152	0.032618	0.577443	0.022620	0.799368
153	0.013845	0.577214	0.011774	0.799184
154	0.014853	0.577226	0.018058	0.799290
155	0.017657	0.577260	0.014014	0.799222
156	0.016151	0.577242	0.021430	0.799348
157	0.025643	0.577358	0.014267	0.799226
158	0.025940	0.577362	0.016355	0.799262
159	0.030088	0.577412	0.018532	0.799299
160	0.016587	0.577247	0.015742	0.799251
161	0.019014	0.577277	0.016802	0.799269
162	0.017236	0.577255	0.019888	0.799321
163	0.018893	0.577276	0.022730	0.799369
164	0.018430	0.577270	0.013982	0.799222
165	0.004951	0.577105	0.010970	0.799171
166	0.019827	0.577287	0.027189	0.799445
167	0.013031	0.577204	0.017172	0.799276
168	0.021153	0.577303	0.021813	0.799354
169	0.010995	0.577179	0.010402	0.799161
170	0.015553	0.577235	0.019695	0.799318
171	0.025255	0.577353	0.018501	0.799298
172	0.012607	0.577199	0.030172	0.799495
173	0.014622	0.577223	0.020590	0.799333
174	0.020839	0.577299	0.022164	0.799360
175	0.014225	0.577219	0.013053	0.799206
176	0.017819	0.577262	0.011801	0.799185
177	0.013411	0.577209	0.013334	0.799211
178	0.015424	0.577233	0.013288	0.799210
179	0.013691	0.577212	0.014699	0.799234
180	0.018308	0.577268	0.012587	0.799198
181	0.021819	0.577311	0.016458	0.799263
182	0.009564	0.577162	0.012283	0.799193
183	0.009184	0.577157	0.014657	0.799233
184	0.021163	0.577303	0.021133	0.799342
185	0.010177	0.577169	0.027931	0.799457
186	0.010410	0.577172	0.025807	0.799421
187	0.021513	0.577308	0.009964	0.799154
188	0.020254	0.577292	0.009783	0.799151
189	0.023421	0.577331	0.022230	0.799361
190	0.026042	0.577363	0.017954	0.799289
191	0.021197	0.577304	0.016459	0.799263
192	0.015444	0.577233	0.015799	0.799252
193	0.016411	0.577245	0.013004	0.799205
194	0.020729	0.577298	0.019896	0.799322
195	0.012958	0.577203	0.015025	0.799239
196	0.012896	0.577202	0.009925	0.799153
197	0.011619	0.577187	0.025768	0.799421
198	0.014830	0.577226	0.012850	0.799203
199	0.015913	0.577239	0.024518	0.799400
200	0.026966	0.577374	0.010241	0.799158
201	0.027083	0.577376	0.012207	0.799192
202	0.014247	0.577219	0.014954	0.799238
203	0.010547	0.577174	0.019755	0.799319
204	0.023774	0.577335	0.007720	0.799116
205	0.012940	0.577203	0.027523	0.799451
206	0.012396	0.577196	0.025510	0.799416
207	0.017167	0.577254	0.025537	0.799417
208	0.023297	0.577329	0.013883	0.799220
209	0.012346	0.577196	0.010082	0.799156
210	0.012274	0.577195	0.023298	0.799379
211	0.011743	0.577188	0.011359	0.799177
212	0.024426	0.577343	0.016781	0.799269
213	0.015400	0.577233	0.018484	0.799298
214	0.027857	0.577385	0.024099	0.799393
215	0.018812	0.577275	0.014315	0.799227
216	0.004953	0.577105	0.015170	0.799242
217	0.011134	0.577181	0.023077	0.799375
218	0.011704	0.577188	0.015077	0.799240
219	0.020605	0.577296	0.015361	0.799245
220	0.011257	0.577182	0.023680	0.799386
221	0.022592	0.577321	0.016720	0.799268
222	0.021584	0.577308	0.015479	0.799247
223	0.010946	0.577179	0.010598	0.799164
224	0.010776	0.577177	0.015971	0.799255
225	0.019968	0.577289	0.020574	0.799333
226	0.014884	0.577227	0.018189	0.799293
227	0.011964	0.577191	0.022015	0.799357
228	0.006930	0.577130	0.013912	0.799220
229	0.020177	0.577291	0.025189	0.799411
230	0.015423	0.577233	0.024829	0.799405
231	0.016823	0.577250	0.012798	0.799202
232	0.018569	0.577272	0.012829	0.799202
233	0.012162	0.577193	0.015982	0.799255
234	0.010027	0.577167	0.010561	0.799164
235	0.023666	0.577334	0.006761	0.799100
236	0.010084	0.577168	0.024703	0.799403
237	0.014662	0.577224	0.013986	0.799222
238	0.016434	0.577246	0.029213	0.799479
239	0.027909	0.577386	0.008627	0.799131
240	0.018249	0.577268	0.023634	0.799385
241	0.017337	0.577257	0.012924	0.799204
242	0.011178	0.577181	0.012350	0.799194
243	0.025782	0.577360	0.016496	0.799264
244	0.021312	0.577305	0.012078	0.799189
245	0.010800	0.577177	0.020485	0.799332
246	0.009798	0.577165	0.027489	0.799450
247	0.017952	0.577264	0.015756	0.799252
248	0.016660	0.577248	0.014961	0.799238
249	0.013037	0.577204	0.021108	0.799342
250	0.013646	0.577211	0.011937	0.799187
251	0.014926	0.577227	0.019567	0.799316
252	0.006730	0.577127	0.014933	0.799238
253	0.009132	0.577156	0.007194	0.799107
254	0.024067	0.577339	0.010526	0.799163
255	0.013263	0.577207	0.015659	0.799250
256	0.017470	0.577258	0.008084	0.799122
257	0.026790	0.577372	0.014146	0.799224
258	0.013535	0.577210	0.008706	0.799132
259	0.019665	0.577285	0.023537	0.799383
260	0.023031	0.577326	0.012089	0.799190
261	0.012867	0.577202	0.024023	0.799391
262	0.025073	0.577351	0.023807	0.799388
263	0.018153	0.577267	0.022207	0.799361
264	0.005817	0.577116	0.016366	0.799262
265	0.019577	0.577284	0.013632	0.799216
266	0.016786	0.577250	0.015652	0.799250
267	0.014442	0.577221	0.017381	0.799279
268	0.023148	0.577327	0.007716	0.799116
269	0.020624	0.577297	0.012330	0.799194
270	0.012243	0.577194	0.013114	0.799207
271	0.014807	0.577226	0.013833	0.799219
272	0.017124	0.577254	0.015751	0.799251
273	0.021819	0.577311	0.014026	0.799222
274	0.019109	0.577278	0.014592	0.799232
275	0.009732	0.577164	0.014685	0.799233
276	0.008731	0.577152	0.019739	0.799319
277	0.014399	0.577221	0.018422	0.799297
278	0.014550	0.577223	0.017730	0.799285
279	0.009951	0.577166	0.010166	0.799157
280	0.011126	0.577181	0.011625	0.799182
281	0.020288	0.577293	0.017969	0.799289
282	0.021269	0.577305	0.023403	0.799381
283	0.019353	0.577281	0.022046	0.799358
284	0.018305	0.577268	0.015916	0.799254
285	0.011304	0.577183	0.019296	0.799311
286	0.014070	0.577217	0.016439	0.799263
287	0.019676	0.577285	0.011200	0.799175
288	0.025301	0.577354	0.021658	0.799351
289	0.025182	0.577352	0.013737	0.799217
290	0.011531	0.577186	0.017777	0.799286
291	0.007943	0.577142	0.018963	0.799306
292	0.009535	0.577161	0.018655	0.799301
293	0.026433	0.577368	0.014681	0.799233
294	0.021241	0.577304	0.012988	0.799205
295	0.025580	0.577357	0.020297	0.799328
296	0.014420	0.577221	0.011285	0.799176
297	0.013526	0.577210	0.009129	0.799140
298	0.024806	0.577348	0.021158	0.799343
299	0.013806	0.577213	0.013781	0.799218
300	0.010912	0.577178	0.013914	0.799221
301	0.031936	0.577435	0.021366	0.799346
302	0.010991	0.577179	0.011247	0.799175
303	0.012672	0.577200	0.031214	0.799513
304	0.019914	0.577288	0.031194	0.799513
305	0.022970	0.577325	0.016532	0.799265
306	0.014995	0.577228	0.012729	0.799200
307	0.011774	0.577189	0.014560	0.799231
308	0.013290	0.577207	0.008647	0.799131
309	0.022324	0.577317	0.013386	0.799212
310	0.012151	0.577193	0.022627	0.799368
311	0.009913	0.577166	0.020361	0.799329
312	0.018279	0.577268	0.007092	0.799105
313	0.017388	0.577257	0.008405	0.799127
314	0.018901	0.577276	0.008764	0.799133
315	0.017246	0.577255	0.014995	0.799239
316	0.014846	0.577226	0.020379	0.799330
317	0.006309	0.577122	0.012417	0.799195
318	0.010208	0.577170	0.024058	0.799392
319	0.020277	0.577292	0.025170	0.799411
320	0.018015	0.577265	0.022914	0.799373
321	0.016402	0.577245	0.046879	0.799778
322	0.012151	0.577193	0.010576	0.799164
323	0.011456	0.577185	0.022350	0.799363
324	0.024298	0.577342	0.012531	0.799197
325	0.018844	0.577275	0.027390	0.799448
326	0.011436	0.577185	0.014120	0.799224
327	0.012623	0.577199	0.012960	0.799204
328	0.014548	0.577223	0.012453	0.799196
329	0.019604	0.577284	0.006512	0.799095
330	0.011501	0.577185	0.017760	0.799285
331	0.011282	0.577183	0.010245	0.799158
332	0.012670	0.577200	0.011389	0.799178
333	0.012739	0.577200	0.014422	0.799229
334	0.020154	0.577291	0.009857	0.799152
335	0.014382	0.577220	0.017064	0.799274
336	0.017750	0.577262	0.009254	0.799142
337	0.017027	0.577253	0.013363	0.799211
338	0.017845	0.577263	0.013795	0.799218
339	0.010563	0.577174	0.017741	0.799285
340	0.018742	0.577274	0.021318	0.799346
341	0.025037	0.577351	0.016669	0.799267
342	0.010346	0.577171	0.009685	0.799149
343	0.013977	0.577216	0.017455	0.799280
344	0.026851	0.577373	0.014750	0.799235
345	0.020049	0.577290	0.018238	0.799294
346	0.013656	0.577212	0.021438	0.799348
347	0.016557	0.577247	0.018524	0.799298
348	0.020474	0.577295	0.019120	0.799308
349	0.020640	0.577297	0.016473	0.799264
350	0.014225	0.577219	0.014568	0.799232
351	0.020629	0.577297	0.017529	0.799282
352	0.007846	0.577141	0.023129	0.799376
353	0.007388	0.577135	0.017733	0.799285
354	0.029585	0.577406	0.011674	0.799183
355	0.010872	0.577178	0.013631	0.799216
356	0.024213	0.577340	0.013991	0.799222
357	0.020707	0.577298	0.032102	0.799528
358	0.009070	0.577156	0.017397	0.799279
359	0.011986	0.577191	0.017941	0.799289
360	0.010568	0.577174	0.021582	0.799350
361	0.011010	0.577179	0.020326	0.799329
362	0.013101	0.577205	0.020358	0.799329
363	0.010410	0.577172	0.013205	0.799208
364	0.021681	0.577310	0.017111	0.799275
365	0.009203	0.577157	0.015798	0.799252
366	0.014585	0.577223	0.010441	0.799162
367	0.008352	0.577147	0.010060	0.799155
368	0.013598	0.577211	0.010211	0.799158
369	0.011476	0.577185	0.017153	0.799275
370	0.009100	0.577156	0.018221	0.799293
371	0.015920	0.577239	0.010180	0.799157
372	0.011358	0.577184	0.013768	0.799218
373	0.018178	0.577267	0.015253	0.799243
374	0.011901	0.577190	0.008900	0.799136
375	0.014059	0.577217	0.021044	0.799341
376	0.016852	0.577251	0.018292	0.799294
377	0.014477	0.577222	0.014621	0.799232
378	0.010148	0.577169	0.014969	0.799238
379	0.009051	0.577155	0.016570	0.799265
380	0.014818	0.577226	0.011229	0.799175
381	0.007987	0.577142	0.023268	0.799379
382	0.014229	0.577219	0.018578	0.799299
383	0.020748	0.577298	0.010871	0.799169
384	0.029056	0.577400	0.012087	0.799190
385	0.015242	0.577231	0.019111	0.799308
386	0.011195	0.577182	0.018296	0.799295
387	0.008495	0.577149	0.012775	0.799201
388	0.018559	0.577271	0.016130	0.799258
389	0.010457	0.577173	0.019515	0.799315
390	0.018016	0.577265	0.024223	0.799395
391	0.013771	0.577213	0.007969	0.799120
392	0.017761	0.577262	0.009709	0.799149
393	0.028309	0.577390	0.020486	0.799332
394	0.013601	0.577211	0.027146	0.799444
395	0.011570	0.577186	0.016144	0.799258
396	0.022072	0.577314	0.025582	0.799418
397	0.011815	0.577189	0.018460	0.799297
398	0.015560	0.577235	0.028082	0.799460
399	0.019329	0.577281	0.014672	0.799233
400	0.015616	0.577236	0.019508	0.799315
401	0.010559	0.577174	0.024303	0.799396
402	0.015933	0.577239	0.006415	0.799094
403	0.021373	0.577306	0.024110	0.799393
404	0.009851	0.577165	0.014647	0.799233
405	0.016504	0.577246	0.019154	0.799309
406	0.021350	0.577306	0.007437	0.799111
407	0.010597	0.577174	0.025424	0.799415
408	0.020800	0.577299	0.014572	0.799232
409	0.009329	0.577159	0.010315	0.799160
410	0.029952	0.577411	0.019190	0.799310
411	0.007833	0.577141	0.015165	0.799242
412	0.008076	0.577144	0.016949	0.799272
413	0.020532	0.577296	0.016616	0.799266
414	0.013219	0.577206	0.015653	0.799250
415	0.017629	0.577260	0.018323	0.799295
416	0.027437	0.577380	0.018747	0.799302
417	0.019584	0.577284	0.019642	0.799317
418	0.006673	0.577126	0.021113	0.799342
419	0.015749	0.577237	0.010943	0.799170
420	0.008072	0.577143	0.010903	0.799170
421	0.023054	0.577326	0.018162	0.799292
422	0.020134	0.577291	0.007998	0.799121
423	0.020013	0.577289	0.012196	0.799191
424	0.017202	0.577255	0.008779	0.799134
425	0.016526	0.577247	0.014943	0.799238
426	0.020707	0.577298	0.021300	0.799345
427	0.012175	0.577194	0.009349	0.799143
428	0.014206	0.577218	0.012150	0.799191
429	0.011047	0.577180	0.013154	0.799208
430	0.016302	0.577244	0.022461	0.799365
431	0.014954	0.577227	0.008570	0.799130
432	0.013980	0.577216	0.016504	0.799264
433	0.026981	0.577374	0.011172	0.799174
434	0.018150	0.577267	0.022717	0.799369
435	0.018413	0.577270	0.017420	0.799280
436	0.014378	0.577220	0.007637	0.799114
437	0.013525	0.577210	0.007827	0.799118
438	0.015622	0.577236	0.008739	0.799133
439	0.017333	0.577257	0.014471	0.799230
440	0.021453	0.577307	0.009525	0.799146
441	0.018528	0.577271	0.018276	0.799294
442	0.028369	0.577391	0.009463	0.799145
443	0.009002	0.577155	0.019226	0.799310
444	0.013930	0.577215	0.020580	0.799333
445	0.010436	0.577172	0.016370	0.799262
446	0.015176	0.577230	0.029362	0.799482
447	0.013900	0.577215	0.020326	0.799329
448	0.018487	0.577271	0.023608	0.799384
449	0.012303	0.577195	0.030603	0.799503
450	0.006011	0.577118	0.011364	0.799177
451	0.015060	0.577229	0.028791	0.799472
452	0.013509	0.577210	0.010291	0.799159
453	0.039559	0.577528	0.009838	0.799152
454	0.025688	0.577358	0.013673	0.799216
455	0.019780	0.577286	0.009674	0.799149
456	0.041287	0.577549	0.021208	0.799344
457	0.008597	0.577150	0.014396	0.799229
458	0.018005	0.577265	0.021709	0.799352
459	0.016499	0.577246	0.027934	0.799457
460	0.017145	0.577254	0.025169	0.799411
461	0.023288	0.577329	0.012653	0.799199
462	0.014926	0.577227	0.016465	0.799264
463	0.018824	0.577275	0.011473	0.799179
464	0.011378	0.577184	0.019491	0.799315
465	0.012124	0.577193	0.010069	0.799156
466	0.017017	0.577253	0.013395	0.799212
467	0.026925	0.577374	0.015334	0.799244
468	0.012379	0.577196	0.021570	0.799350
469	0.019862	0.577287	0.017686	0.799284
470	0.009792	0.577164	0.010524	0.799163
471	0.026383	0.577367	0.019170	0.799309
472	0.025700	0.577359	0.023899	0.799389
473	0.018234	0.577268	0.011751	0.799184
474	0.012251	0.577195	0.023728	0.799386
475	0.020950	0.577301	0.018062	0.799291
476	0.024003	0.577338	0.016185	0.799259
477	0.021610	0.577309	0.015462	0.799247
478	0.014912	0.577227	0.007755	0.799116
479	0.017601	0.577260	0.010192	0.799158
480	0.011303	0.577183	0.012571	0.799198
481	0.018248	0.577268	0.012581	0.799198
482	0.015355	0.577232	0.012388	0.799195
483	0.011923	0.577190	0.009713	0.799150
484	0.017628	0.577260	0.024099	0.799393
485	0.005987	0.577118	0.014775	0.799235
486	0.030262	0.577414	0.020472	0.799331
487	0.018892	0.577276	0.023073	0.799375
488	0.010627	0.577175	0.012574	0.799198
489	0.018691	0.577273	0.012632	0.799199
490	0.012375	0.577196	0.010092	0.799156
491	0.010779	0.577177	0.013053	0.799206
492	0.013610	0.577211	0.012079	0.799189
493	0.010227	0.577170	0.011792	0.799185
494	0.025852	0.577361	0.020758	0.799336
495	0.019436	0.577282	0.015568	0.799248
496	0.012532	0.577198	0.022360	0.799363
497	0.020001	0.577289	0.007207	0.799107
498	0.013760	0.577213	0.030786	0.799506
499	0.012573	0.577198	0.009778	0.799151
500	0.031586	0.577431	0.023965	0.799390
501	0.013607	0.577211	0.014818	0.799236
502	0.016243	0.577243	0.028342	0.799464
503	0.006835	0.577128	0.011508	0.799180
504	0.026522	0.577369	0.009936	0.799153
505	0.019626	0.577285	0.014506	0.799230
506	0.016137	0.577242	0.010922	0.799170
507	0.020248	0.577292	0.019398	0.799313
508	0.013235	0.577206	0.021318	0.799346
509	0.012333	0.577195	0.013539	0.799214
510	0.013905	0.577215	0.018316	0.799295
511	0.016915	0.577251	0.015354	0.799245
512	0.020269	0.577292	0.013911	0.799220
513	0.020256	0.577292	0.022662	0.799368
514	0.017749	0.577262	0.018835	0.799304
515	0.011281	0.577183	0.017925	0.799288
516	0.012396	0.577196	0.008655	0.799132
517	0.011690	0.577188	0.012067	0.799189
518	0.008296	0.577146	0.011627	0.799182
519	0.021615	0.577309	0.025169	0.799411
520	0.024739	0.577347	0.024750	0.799404
521	0.008097	0.577144	0.023281	0.799379
522	0.009143	0.577157	0.027623	0.799452
523	0.008260	0.577146	0.017072	0.799274
524	0.018703	0.577273	0.015161	0.799242
525	0.022813	0.577323	0.009051	0.799138
526	0.019430	0.577282	0.010005	0.799154
527	0.022361	0.577318	0.010233	0.799158
528	0.020829	0.577299	0.016299	0.799261
529	0.018587	0.577272	0.009286	0.799142
530	0.026260	0.577366	0.012983	0.799205
531	0.017883	0.577263	0.015926	0.799254
532	0.015074	0.577229	0.023960	0.799390
533	0.016564	0.577247	0.015788	0.799252
534	0.024479	0.577344	0.020368	0.799330
535	0.008535	0.577149	0.011713	0.799183
536	0.029496	0.577405	0.010548	0.799164
537	0.022879	0.577324	0.020181	0.799326
538	0.023701	0.577334	0.012183	0.799191
539	0.007089	0.577132	0.018395	0.799296
540	0.020090	0.577290	0.012837	0.799202
541	0.009713	0.577164	0.008030	0.799121
542	0.016765	0.577250	0.008184	0.799124
543	0.028875	0.577397	0.010871	0.799169
544	0.021882	0.577312	0.021547	0.799349
545	0.011484	0.577185	0.010368	0.799161
546	0.020879	0.577300	0.017239	0.799277
547	0.016216	0.577243	0.018704	0.799301
548	0.020819	0.577299	0.014165	0.799225
549	0.020433	0.577294	0.010602	0.799164
550	0.008800	0.577152	0.012981	0.799205
551	0.031370	0.577428	0.011400	0.799178
552	0.013495	0.577210	0.023403	0.799381
553	0.019975	0.577289	0.014070	0.799223
554	0.009206	0.577157	0.023500	0.799383
555	0.012072	0.577192	0.015980	0.799255
556	0.013831	0.577214	0.020834	0.799337
557	0.013467	0.577209	0.007426	0.799111
558	0.017960	0.577264	0.018387	0.799296
559	0.018981	0.577277	0.023397	0.799381
560	0.024480	0.577344	0.012083	0.799190
561	0.016905	0.577251	0.024580	0.799401
562	0.016441	0.577246	0.015067	0.799240
563	0.029155	0.577401	0.017582	0.799282
564	0.016104	0.577242	0.017325	0.799278
565	0.019612	0.577284	0.014183	0.799225
566	0.015820	0.577238	0.018541	0.799299
567	0.020746	0.577298	0.008733	0.799133
568	0.013339	0.577208	0.011272	0.799176
569	0.015944	0.577240	0.029141	0.799478
570	0.023703	0.577334	0.009943	0.799153
571	0.011898	0.577190	0.012326	0.799194
572	0.036905	0.577496	0.027448	0.799449
573	0.018561	0.577272	0.010329	0.799160
574	0.024428	0.577343	0.018612	0.799300
575	0.025715	0.577359	0.012157	0.799191
576	0.022272	0.577317	0.023647	0.799385
577	0.020677	0.577297	0.019853	0.799321
578	0.012276	0.577195	0.018594	0.799300
579	0.019312	0.577281	0.021753	0.799353
580	0.013706	0.577212	0.020633	0.799334
581	0.013728	0.577213	0.021471	0.799348
582	0.018904	0.577276	0.013970	0.799221
583	0.010105	0.577168	0.016074	0.799257
584	0.021182	0.577303	0.014779	0.799235
585	0.014917	0.577227	0.024540	0.799400
586	0.011903	0.577190	0.017989	0.799289
587	0.011539	0.577186	0.019088	0.799308
588	0.012758	0.577201	0.010094	0.799156
589	0.012831	0.577202	0.010737	0.799167
590	0.023148	0.577327	0.021284	0.799345
591	0.025405	0.577355	0.021850	0.799355
592	0.018569	0.577272	0.011575	0.799181
593	0.024916	0.577349	0.012055	0.799189
594	0.009512	0.577161	0.013469	0.799213
595	0.010757	0.577176	0.016311	0.799261
596	0.018622	0.577272	0.034200	0.799563
597	0.011595	0.577186	0.020587	0.799333
598	0.023806	0.577336	0.012020	0.799188
599	0.021139	0.577303	0.021931	0.799356
600	0.012614	0.577199	0.012126	0.799190
601	0.009686	0.577163	0.008373	0.799127
602	0.007831	0.577141	0.012766	0.799201
603	0.027620	0.577382	0.022539	0.799366
604	0.009690	0.577163	0.024353	0.799397
605	0.018005	0.577265	0.009589	0.799147
606	0.007908	0.577142	0.017324	0.799278
607	0.029216	0.577402	0.018427	0.799297
608	0.021867	0.577312	0.007386	0.799110
609	0.009964	0.577167	0.026089	0.799426
610	0.012425	0.577197	0.019442	0.799314
611	0.009033	0.577155	0.021331	0.799346
612	0.021285	0.577305	0.040394	0.799668
613	0.012249	0.577194	0.018266	0.799294
614	0.031345	0.577428	0.020424	0.799330
615	0.030106	0.577412	0.020561	0.799333
616	0.026949	0.577374	0.022800	0.799371
617	0.018202	0.577267	0.022597	0.799367
618	0.009477	0.577161	0.016261	0.799260
619	0.009793	0.577164	0.028169	0.799461
620	0.012071	0.577192	0.025599	0.799418
621	0.007135	0.577132	0.019686	0.799318
622	0.009406	0.577160	0.025925	0.799423
623	0.016942	0.577252	0.010687	0.799166
624	0.012707	0.577200	0.007206	0.799107
625	0.013580	0.577211	0.015140	0.799241
626	0.013654	0.577212	0.009306	0.799143
627	0.021942	0.577313	0.012853	0.799203
628	0.011944	0.577191	0.023177	0.799377
629	0.009409	0.577160	0.015530	0.799248
630	0.032649	0.577444	0.014119	0.799224
631	0.019066	0.577278	0.020180	0.799326
632	0.022064	0.577314	0.027055	0.799443
633	0.007178	0.577133	0.010686	0.799166
634	0.016259	0.577243	0.020579	0.799333
635	0.019523	0.577283	0.021978	0.799357
